"zebrafish_ensembl","zebrafish_symbol","human_ensembl","human_symbol","orthology_type"
"ENSDARG00000096786","PLEKHS1.4","ENSG00000148735","PLEKHS1","ortholog_one2many"
"ENSDARG00000096829","BLVRB","ENSG00000090013","BLVRB","ortholog_one2one"
"ENSDARG00000096830","MHC1LJA","ENSG00000131019","ULBP3","ortholog_many2many"
"ENSDARG00000096830","MHC1LJA","ENSG00000164520","RAET1E","ortholog_many2many"
"ENSDARG00000096830","MHC1LJA","ENSG00000158477","CD1A","ortholog_many2many"
"ENSDARG00000096830","MHC1LJA","ENSG00000158481","CD1C","ortholog_many2many"
"ENSDARG00000096830","MHC1LJA","ENSG00000155918","RAET1L","ortholog_many2many"
"ENSDARG00000096830","MHC1LJA","ENSG00000158473","CD1D","ortholog_many2many"
"ENSDARG00000096830","MHC1LJA","ENSG00000158488","CD1E","ortholog_many2many"
"ENSDARG00000096830","MHC1LJA","ENSG00000111981","ULBP1","ortholog_many2many"
"ENSDARG00000096830","MHC1LJA","ENSG00000131015","ULBP2","ortholog_many2many"
"ENSDARG00000096830","MHC1LJA","ENSG00000203722","RAET1G","ortholog_many2many"
"ENSDARG00000096830","MHC1LJA","ENSG00000158485","CD1B","ortholog_many2many"
"ENSDARG00000096867","CLMNA","ENSG00000165959","CLMN","ortholog_one2many"
"ENSDARG00000096888","SERPINB1L4","ENSG00000166401","SERPINB8","ortholog_one2many"
"ENSDARG00000096912","VPS50","ENSG00000004766","VPS50","ortholog_one2many"
"ENSDARG00000096927","SI:CH211-210B2.3","ENSG00000198420","TCAF1","ortholog_many2many"
"ENSDARG00000096927","SI:CH211-210B2.3","ENSG00000283528","TCAF2C","ortholog_many2many"
"ENSDARG00000096927","SI:CH211-210B2.3","ENSG00000170379","TCAF2","ortholog_many2many"
"ENSDARG00000096932","NELL3","ENSG00000165973","NELL1","ortholog_one2one"
"ENSDARG00000096940","SI:DKEY-52P2.5","ENSG00000131019","ULBP3","ortholog_many2many"
"ENSDARG00000096940","SI:DKEY-52P2.5","ENSG00000164520","RAET1E","ortholog_many2many"
"ENSDARG00000096940","SI:DKEY-52P2.5","ENSG00000158477","CD1A","ortholog_many2many"
"ENSDARG00000096940","SI:DKEY-52P2.5","ENSG00000158481","CD1C","ortholog_many2many"
"ENSDARG00000096940","SI:DKEY-52P2.5","ENSG00000155918","RAET1L","ortholog_many2many"
"ENSDARG00000096940","SI:DKEY-52P2.5","ENSG00000158473","CD1D","ortholog_many2many"
"ENSDARG00000096940","SI:DKEY-52P2.5","ENSG00000158488","CD1E","ortholog_many2many"
"ENSDARG00000096940","SI:DKEY-52P2.5","ENSG00000111981","ULBP1","ortholog_many2many"
"ENSDARG00000096940","SI:DKEY-52P2.5","ENSG00000131015","ULBP2","ortholog_many2many"
"ENSDARG00000096940","SI:DKEY-52P2.5","ENSG00000203722","RAET1G","ortholog_many2many"
"ENSDARG00000096940","SI:DKEY-52P2.5","ENSG00000158485","CD1B","ortholog_many2many"
"ENSDARG00000096961","SI:DKEYP-47F9.4","ENSG00000115295","CLIP4","ortholog_one2one"
"ENSDARG00000096975","SI:DKEYP-93A5.3","ENSG00000103355","PRSS33","ortholog_many2many"
"ENSDARG00000096975","SI:DKEYP-93A5.3","ENSG00000174562","KLK15","ortholog_many2many"
"ENSDARG00000096975","SI:DKEYP-93A5.3","ENSG00000189099","PRSS48","ortholog_many2many"
"ENSDARG00000096977","MHC1LLA","ENSG00000131019","ULBP3","ortholog_many2many"
"ENSDARG00000096977","MHC1LLA","ENSG00000164520","RAET1E","ortholog_many2many"
"ENSDARG00000096977","MHC1LLA","ENSG00000158477","CD1A","ortholog_many2many"
"ENSDARG00000096977","MHC1LLA","ENSG00000158481","CD1C","ortholog_many2many"
"ENSDARG00000096977","MHC1LLA","ENSG00000155918","RAET1L","ortholog_many2many"
"ENSDARG00000096977","MHC1LLA","ENSG00000158473","CD1D","ortholog_many2many"
"ENSDARG00000096977","MHC1LLA","ENSG00000158488","CD1E","ortholog_many2many"
"ENSDARG00000096977","MHC1LLA","ENSG00000111981","ULBP1","ortholog_many2many"
"ENSDARG00000096977","MHC1LLA","ENSG00000131015","ULBP2","ortholog_many2many"
"ENSDARG00000096977","MHC1LLA","ENSG00000203722","RAET1G","ortholog_many2many"
"ENSDARG00000096977","MHC1LLA","ENSG00000158485","CD1B","ortholog_many2many"
"ENSDARG00000096979","NPC2.2","ENSG00000119655","NPC2","ortholog_one2many"
"ENSDARG00000096989","FAM110C","ENSG00000184731","FAM110C","ortholog_one2one"
"ENSDARG00000096992","ZGC:153405","ENSG00000187475","H1-6","ortholog_many2many"
"ENSDARG00000096995","FBXL22","ENSG00000197361","FBXL22","ortholog_one2one"
"ENSDARG00000097011","HBAA1","ENSG00000223609","HBD","ortholog_many2many"
"ENSDARG00000097011","HBAA1","ENSG00000244734","HBB","ortholog_many2many"
"ENSDARG00000097011","HBAA1","ENSG00000196565","HBG2","ortholog_many2many"
"ENSDARG00000097011","HBAA1","ENSG00000213934","HBG1","ortholog_many2many"
"ENSDARG00000097017","MICAL3A","ENSG00000243156","MICAL3","ortholog_one2one"
"ENSDARG00000097055","VPS37D","ENSG00000176428","VPS37D","ortholog_one2one"
"ENSDARG00000097071","SI:CH211-66I15.4","ENSG00000173947","CIMAP3","ortholog_one2one"
"ENSDARG00000097080","SI:CH73-181M17.1","ENSG00000169347","GP2","ortholog_one2many"
"ENSDARG00000097085","SI:CH211-261A10.5","ENSG00000124780","KCNK17","ortholog_many2many"
"ENSDARG00000097085","SI:CH211-261A10.5","ENSG00000173338","KCNK7","ortholog_many2many"
"ENSDARG00000097105","A2ML2","ENSG00000166535","A2ML1","ortholog_many2many"
"ENSDARG00000097105","A2ML2","ENSG00000126838","PZP","ortholog_many2many"
"ENSDARG00000097155","GDPGP1","ENSG00000183208","GDPGP1","ortholog_one2one"
"ENSDARG00000097160","CRACDLA","ENSG00000250423","KIAA1210","ortholog_one2many"
"ENSDARG00000097193","SI:DKEY-28N18.9","ENSG00000172803","SNX32","ortholog_many2many"
"ENSDARG00000097205","ULK2","ENSG00000083290","ULK2","ortholog_one2one"
"ENSDARG00000097208","C25H11ORF96","ENSG00000187479","C11ORF96","ortholog_one2one"
"ENSDARG00000097238","BA1L","ENSG00000213931","HBE1","ortholog_one2many"
"ENSDARG00000097256","PLN2","ENSG00000198523","PLN","ortholog_one2one"
"ENSDARG00000097275","SI:CH211-147G22.4","ENSG00000204632","HLA-G","ortholog_many2many"
"ENSDARG00000097275","SI:CH211-147G22.4","ENSG00000234745","HLA-B","ortholog_many2many"
"ENSDARG00000097275","SI:CH211-147G22.4","ENSG00000204642","HLA-F","ortholog_many2many"
"ENSDARG00000097275","SI:CH211-147G22.4","ENSG00000204525","HLA-C","ortholog_many2many"
"ENSDARG00000097275","SI:CH211-147G22.4","ENSG00000204592","HLA-E","ortholog_many2many"
"ENSDARG00000097275","SI:CH211-147G22.4","ENSG00000206503","HLA-A","ortholog_many2many"
"ENSDARG00000097285","ANPEPB.2","ENSG00000166825","ANPEP","ortholog_one2many"
"ENSDARG00000097292","SLC26A6","ENSG00000225697","SLC26A6","ortholog_one2many"
"ENSDARG00000097299","FLRT2","ENSG00000185070","FLRT2","ortholog_one2many"
"ENSDARG00000097302","TBPL2","ENSG00000182521","TBPL2","ortholog_one2one"
"ENSDARG00000097323","SI:CH211-14I3.2","ENSG00000163704","PRRT3","ortholog_one2one"
"ENSDARG00000097339","SLC9A1B","ENSG00000090020","SLC9A1","ortholog_one2many"
"ENSDARG00000097346","TEN1","ENSG00000257949","TEN1","ortholog_one2one"
"ENSDARG00000097451","CHMP6A","ENSG00000176108","CHMP6","ortholog_one2many"
"ENSDARG00000097465","TRMT61B","ENSG00000171103","TRMT61B","ortholog_one2one"
"ENSDARG00000097485","CFAP99","ENSG00000206113","CFAP99","ortholog_one2one"
"ENSDARG00000097487","PFN4","ENSG00000176732","PFN4","ortholog_one2one"
"ENSDARG00000097505","DNAL1","ENSG00000119661","DNAL1","ortholog_one2many"
"ENSDARG00000097527","SI:CH73-56D11.3","ENSG00000214782","MS4A18","ortholog_many2many"
"ENSDARG00000097527","SI:CH73-56D11.3","ENSG00000172689","MS4A10","ortholog_many2many"
"ENSDARG00000097527","SI:CH73-56D11.3","ENSG00000166928","MS4A14","ortholog_many2many"
"ENSDARG00000097527","SI:CH73-56D11.3","ENSG00000156738","MS4A1","ortholog_many2many"
"ENSDARG00000097527","SI:CH73-56D11.3","ENSG00000149534","MS4A2","ortholog_many2many"
"ENSDARG00000097527","SI:CH73-56D11.3","ENSG00000204979","MS4A13","ortholog_many2many"
"ENSDARG00000097527","SI:CH73-56D11.3","ENSG00000166926","MS4A6E","ortholog_many2many"
"ENSDARG00000097527","SI:CH73-56D11.3","ENSG00000110077","MS4A6A","ortholog_many2many"
"ENSDARG00000097527","SI:CH73-56D11.3","ENSG00000166961","MS4A15","ortholog_many2many"
"ENSDARG00000097527","SI:CH73-56D11.3","ENSG00000166930","MS4A5","ortholog_many2many"
"ENSDARG00000097527","SI:CH73-56D11.3","ENSG00000166927","MS4A7","ortholog_many2many"
"ENSDARG00000097530","XKR5B","ENSG00000275591","XKR5","ortholog_one2many"
"ENSDARG00000097537","WWP1","ENSG00000123124","WWP1","ortholog_one2one"
"ENSDARG00000097543","CBX6B","ENSG00000221890","NPTXR","ortholog_one2many"
"ENSDARG00000097556","CYP8B1.2","ENSG00000180432","CYP8B1","ortholog_one2many"
"ENSDARG00000097559","CYP8B1.3","ENSG00000180432","CYP8B1","ortholog_one2many"
"ENSDARG00000097572","PTPRT","ENSG00000196090","PTPRT","ortholog_one2many"
"ENSDARG00000097583","ARFGAP3","ENSG00000242247","ARFGAP3","ortholog_one2one"
"ENSDARG00000097591","PROSER3","ENSG00000167595","PROSER3","ortholog_one2one"
"ENSDARG00000097592","DTEX3LB.1","ENSG00000163840","DTX3L","ortholog_one2many"
"ENSDARG00000097606","TMEM82","ENSG00000162460","TMEM82","ortholog_one2one"
"ENSDARG00000097613","IGFN1.3","ENSG00000179057","IGSF22","ortholog_one2many"
"ENSDARG00000097630","RBIS","ENSG00000176731","RBIS","ortholog_one2one"
"ENSDARG00000097648","SI:DKEY-35I13.1","ENSG00000185742","C11ORF87","ortholog_one2one"
"ENSDARG00000097650","ATG2B","ENSG00000066739","ATG2B","ortholog_one2one"
"ENSDARG00000097651","TGM8","ENSG00000125780","TGM3","ortholog_many2many"
"ENSDARG00000097651","TGM8","ENSG00000104055","TGM5","ortholog_many2many"
"ENSDARG00000097651","TGM8","ENSG00000166947","EPB42","ortholog_many2many"
"ENSDARG00000097651","TGM8","ENSG00000166948","TGM6","ortholog_many2many"
"ENSDARG00000097651","TGM8","ENSG00000159495","TGM7","ortholog_many2many"
"ENSDARG00000097662","TESMIN","ENSG00000132749","TESMIN","ortholog_many2many"
"ENSDARG00000097680","SI:CH211-241F5.3","ENSG00000123146","ADGRE5","ortholog_one2one"
"ENSDARG00000097683","SPTBN5","ENSG00000137877","SPTBN5","ortholog_one2one"
"ENSDARG00000097691","PCLAF","ENSG00000166803","PCLAF","ortholog_one2one"
"ENSDARG00000097702","SI:CH1073-66L23.1","ENSG00000271605","MILR1","ortholog_one2many"
"ENSDARG00000097704","CCDC36","ENSG00000173421","IHO1","ortholog_one2one"
"ENSDARG00000097718","STARD10","ENSG00000214530","STARD10","ortholog_one2one"
"ENSDARG00000097753","SLIRP","ENSG00000119705","SLIRP","ortholog_one2one"
"ENSDARG00000097766","MHC1LIA","ENSG00000204632","HLA-G","ortholog_many2many"
"ENSDARG00000097766","MHC1LIA","ENSG00000234745","HLA-B","ortholog_many2many"
"ENSDARG00000097766","MHC1LIA","ENSG00000204642","HLA-F","ortholog_many2many"
"ENSDARG00000097766","MHC1LIA","ENSG00000204525","HLA-C","ortholog_many2many"
"ENSDARG00000097766","MHC1LIA","ENSG00000204592","HLA-E","ortholog_many2many"
"ENSDARG00000097766","MHC1LIA","ENSG00000206503","HLA-A","ortholog_many2many"
"ENSDARG00000097772","SI:CH211-185A18.2","ENSG00000100578","KIAA0586","ortholog_one2one"
"ENSDARG00000097789","PON3.2","ENSG00000105852","PON3","ortholog_many2many"
"ENSDARG00000097789","PON3.2","ENSG00000005421","PON1","ortholog_many2many"
"ENSDARG00000097789","PON3.2","ENSG00000105854","PON2","ortholog_many2many"
"ENSDARG00000097795","B3GALT8","ENSG00000169255","B3GALNT1","ortholog_many2many"
"ENSDARG00000097795","B3GALT8","ENSG00000183778","B3GALT5","ortholog_many2many"
"ENSDARG00000097795","B3GALT8","ENSG00000198488","B3GNT6","ortholog_many2many"
"ENSDARG00000097797","TOMM6","ENSG00000214736","TOMM6","ortholog_one2one"
"ENSDARG00000097803","MTRFR","ENSG00000130921","MTRFR","ortholog_one2one"
"ENSDARG00000097819","ZNF576.1","ENSG00000170949","ZNF160","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000197497","ZNF665","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000174586","ZNF497","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000180035","ZNF48","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000197162","ZNF785","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000197937","ZNF347","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000198040","ZNF84","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000169951","ZNF764","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000169955","ZNF747","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000229809","ZNF688","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000189420","ZFP92","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000160321","ZNF208","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000167232","ZNF91","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000096654","ZNF184","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000196247","ZNF107","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000196350","ZNF729","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000213973","ZNF99","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000156853","ZNF689","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000197841","ZNF181","ortholog_many2many"
"ENSDARG00000097819","ZNF576.1","ENSG00000089335","ZNF302","ortholog_many2many"
"ENSDARG00000097826","SI:DKEY-239B22.2","ENSG00000169347","GP2","ortholog_one2many"
"ENSDARG00000097827","LRP1AA","ENSG00000123384","LRP1","ortholog_one2many"
"ENSDARG00000097890","SLC25A10A","ENSG00000183048","SLC25A10","ortholog_one2many"
"ENSDARG00000097897","SGIP1A","ENSG00000118473","SGIP1","ortholog_one2many"
"ENSDARG00000097901","SI:CH73-90P23.1","ENSG00000126251","GPR42","ortholog_many2many"
"ENSDARG00000097901","SI:CH73-90P23.1","ENSG00000126262","FFAR2","ortholog_many2many"
"ENSDARG00000097901","SI:CH73-90P23.1","ENSG00000185897","FFAR3","ortholog_many2many"
"ENSDARG00000097947","MESPBB","ENSG00000188095","MESP2","ortholog_many2many"
"ENSDARG00000097947","MESPBB","ENSG00000166823","MESP1","ortholog_many2many"
"ENSDARG00000098012","ITGAE.1","ENSG00000083457","ITGAE","ortholog_one2many"
"ENSDARG00000098017","PET100","ENSG00000229833","PET100","ortholog_one2one"
"ENSDARG00000098029","SI:CH211-129O18.4","ENSG00000175262","CIROZ","ortholog_one2one"
"ENSDARG00000098036","SI:CH211-69L10.4","ENSG00000041988","THAP3","ortholog_many2many"
"ENSDARG00000098036","SI:CH211-69L10.4","ENSG00000174796","THAP6","ortholog_many2many"
"ENSDARG00000098057","DSCAML1","ENSG00000177103","DSCAML1","ortholog_one2one"
"ENSDARG00000098059","FKBP3","ENSG00000100442","FKBP3","ortholog_one2one"
"ENSDARG00000098065","MIR365-1","ENSG00000199130","MIR365A","ortholog_one2one"
"ENSDARG00000098074","TRIP4","ENSG00000103671","TRIP4","ortholog_one2one"
"ENSDARG00000098075","SH3BGRL3","ENSG00000142669","SH3BGRL3","ortholog_one2one"
"ENSDARG00000098078","MIR18A","ENSG00000283815","MIR18A","ortholog_one2many"
"ENSDARG00000098079","RAB3GAP1","ENSG00000115839","RAB3GAP1","ortholog_one2one"
"ENSDARG00000098080","GNL2","ENSG00000134697","GNL2","ortholog_one2one"
"ENSDARG00000098081","GABRR1","ENSG00000146276","GABRR1","ortholog_one2many"
"ENSDARG00000098096","SLC12A1","ENSG00000074803","SLC12A1","ortholog_one2one"
"ENSDARG00000098103","TEFB","ENSG00000167074","TEF","ortholog_one2many"
"ENSDARG00000098105","TMEM106C","ENSG00000134291","TMEM106C","ortholog_one2one"
"ENSDARG00000098106","SI:CH211-215E19.8","ENSG00000162897","FCAMR","ortholog_one2many"
"ENSDARG00000098108","DUSP2","ENSG00000158050","DUSP2","ortholog_one2one"
"ENSDARG00000098112","BTC","ENSG00000174808","BTC","ortholog_one2one"
"ENSDARG00000098113","WSCD1","ENSG00000179314","WSCD1","ortholog_one2many"
"ENSDARG00000098114","CTSA","ENSG00000064601","CTSA","ortholog_one2one"
"ENSDARG00000098118","TRAPPC10","ENSG00000160218","TRAPPC10","ortholog_one2one"
"ENSDARG00000098123","GNG12B","ENSG00000172380","GNG12","ortholog_one2many"
"ENSDARG00000098130","BOLA3","ENSG00000163170","BOLA3","ortholog_one2one"
"ENSDARG00000098135","STK40","ENSG00000196182","STK40","ortholog_one2one"
"ENSDARG00000098140","ANKRD13D","ENSG00000172932","ANKRD13D","ortholog_one2one"
"ENSDARG00000098141","SUPT3H","ENSG00000196284","SUPT3H","ortholog_one2one"
"ENSDARG00000098153","LHFPL2B","ENSG00000145685","LHFPL2","ortholog_one2many"
"ENSDARG00000098158","CPXM1B","ENSG00000088882","CPXM1","ortholog_one2many"
"ENSDARG00000098171","ZGC:162193","ENSG00000198420","TCAF1","ortholog_many2many"
"ENSDARG00000098171","ZGC:162193","ENSG00000283528","TCAF2C","ortholog_many2many"
"ENSDARG00000098171","ZGC:162193","ENSG00000170379","TCAF2","ortholog_many2many"
"ENSDARG00000098174","ACADSB","ENSG00000196177","ACADSB","ortholog_one2many"
"ENSDARG00000098175","DGKAB","ENSG00000065357","DGKA","ortholog_one2many"
"ENSDARG00000098186","TMEM19","ENSG00000139291","TMEM19","ortholog_one2one"
"ENSDARG00000098194","SLC39A11","ENSG00000133195","SLC39A11","ortholog_one2one"
"ENSDARG00000098201","MTMR3","ENSG00000100330","MTMR3","ortholog_one2many"
"ENSDARG00000098203","APCDD1","ENSG00000154856","APCDD1","ortholog_one2one"
"ENSDARG00000098206","PTRH1","ENSG00000187024","PTRH1","ortholog_one2one"
"ENSDARG00000098208","FN3KRP","ENSG00000141560","FN3KRP","ortholog_one2one"
"ENSDARG00000098209","SIMC1","ENSG00000170085","SIMC1","ortholog_one2one"
"ENSDARG00000098211","WRN","ENSG00000165392","WRN","ortholog_one2one"
"ENSDARG00000098215","BICD2","ENSG00000185963","BICD2","ortholog_one2one"
"ENSDARG00000098216","SI:CH211-215E19.3","ENSG00000162897","FCAMR","ortholog_one2many"
"ENSDARG00000098221","ST8SIA1","ENSG00000111728","ST8SIA1","ortholog_one2one"
"ENSDARG00000098226","SMPD3","ENSG00000103056","SMPD3","ortholog_one2one"
"ENSDARG00000098228","THRAP3B","ENSG00000054118","THRAP3","ortholog_one2many"
"ENSDARG00000098235","ACTR5","ENSG00000101442","ACTR5","ortholog_one2one"
"ENSDARG00000098237","FBN2B","ENSG00000142449","FBN3","ortholog_one2one"
"ENSDARG00000098239","ZGC:85932","ENSG00000256812","CAPNS2","ortholog_many2many"
"ENSDARG00000098240","MEIS2A","ENSG00000134138","MEIS2","ortholog_one2one"
"ENSDARG00000098241","FANCA","ENSG00000187741","FANCA","ortholog_one2many"
"ENSDARG00000098242","BRCC3","ENSG00000185515","BRCC3","ortholog_one2one"
"ENSDARG00000098245","CIDEA","ENSG00000176194","CIDEA","ortholog_one2one"
"ENSDARG00000098247","DET1","ENSG00000140543","DET1","ortholog_one2one"
"ENSDARG00000098249","ASMT","ENSG00000196433","ASMT","ortholog_one2one"
"ENSDARG00000098252","CPNE9","ENSG00000144550","CPNE9","ortholog_one2one"
"ENSDARG00000098257","PCDH15A","ENSG00000150275","PCDH15","ortholog_one2many"
"ENSDARG00000098258","SLC16A7","ENSG00000118596","SLC16A7","ortholog_one2one"
"ENSDARG00000098272","NIPBLA","ENSG00000164190","NIPBL","ortholog_one2many"
"ENSDARG00000098273","ZBTB14","ENSG00000198081","ZBTB14","ortholog_one2many"
"ENSDARG00000098280","RBM5","ENSG00000003756","RBM5","ortholog_one2one"
"ENSDARG00000098284","CTXN1","ENSG00000178531","CTXN1","ortholog_one2many"
"ENSDARG00000098288","TAX1BP1A","ENSG00000106052","TAX1BP1","ortholog_one2many"
"ENSDARG00000098289","VSTM2L","ENSG00000132821","VSTM2L","ortholog_one2one"
"ENSDARG00000098290","UNC80","ENSG00000144406","UNC80","ortholog_one2one"
"ENSDARG00000098291","TRPC3","ENSG00000138741","TRPC3","ortholog_one2one"
"ENSDARG00000098295","EFNA3B","ENSG00000143590","EFNA3","ortholog_one2one"
"ENSDARG00000098296","GNSB","ENSG00000157399","ARSL","ortholog_many2many"
"ENSDARG00000098296","GNSB","ENSG00000062096","ARSF","ortholog_many2many"
"ENSDARG00000098304","TAOK1B","ENSG00000160551","TAOK1","ortholog_one2many"
"ENSDARG00000098311","SI:ZFOS-932H1.3","ENSG00000169740","ZNF32","ortholog_one2one"
"ENSDARG00000098313","NADKA","ENSG00000008130","NADK","ortholog_one2many"
"ENSDARG00000098315","CYP1A","ENSG00000140505","CYP1A2","ortholog_one2many"
"ENSDARG00000098315","CYP1A","ENSG00000140465","CYP1A1","ortholog_one2many"
"ENSDARG00000098317","DYNC1LI1","ENSG00000144635","DYNC1LI1","ortholog_one2one"
"ENSDARG00000098319","MIR193A-1","ENSG00000207614","MIR193A","ortholog_one2many"
"ENSDARG00000098320","GRM1B","ENSG00000152822","GRM1","ortholog_one2many"
"ENSDARG00000098330","SPEF2","ENSG00000152582","SPEF2","ortholog_one2one"
"ENSDARG00000098334","EXOSC3","ENSG00000107371","EXOSC3","ortholog_one2many"
"ENSDARG00000098344","RAB18B","ENSG00000099246","RAB18","ortholog_one2one"
"ENSDARG00000098345","MAMDC2A","ENSG00000165072","MAMDC2","ortholog_one2one"
"ENSDARG00000098348","ZNF326","ENSG00000162664","ZNF326","ortholog_one2one"
"ENSDARG00000098349","HDAC4","ENSG00000068024","HDAC4","ortholog_one2one"
"ENSDARG00000098350","MXD3","ENSG00000213347","MXD3","ortholog_one2one"
"ENSDARG00000098355","ATP5PD","ENSG00000167863","ATP5PD","ortholog_one2one"
"ENSDARG00000098359","IL17RD","ENSG00000144730","IL17RD","ortholog_one2one"
"ENSDARG00000098361","NUDCD3","ENSG00000015676","NUDCD3","ortholog_one2one"
"ENSDARG00000098365","LRRC74B","ENSG00000187905","LRRC74B","ortholog_one2one"
"ENSDARG00000098367","SRP54","ENSG00000100883","SRP54","ortholog_one2one"
"ENSDARG00000098368","APLP1","ENSG00000105290","APLP1","ortholog_one2one"
"ENSDARG00000098374","FLNBL","ENSG00000136068","FLNB","ortholog_one2many"
"ENSDARG00000098375","POLR1A","ENSG00000068654","POLR1A","ortholog_one2one"
"ENSDARG00000098379","C7H4ORF54","ENSG00000248713","C4ORF54","ortholog_one2one"
"ENSDARG00000098386","CTPS1B","ENSG00000171793","CTPS1","ortholog_one2many"
"ENSDARG00000098387","TMEM176L.3A","ENSG00000214782","MS4A18","ortholog_many2many"
"ENSDARG00000098387","TMEM176L.3A","ENSG00000172689","MS4A10","ortholog_many2many"
"ENSDARG00000098387","TMEM176L.3A","ENSG00000166928","MS4A14","ortholog_many2many"
"ENSDARG00000098387","TMEM176L.3A","ENSG00000156738","MS4A1","ortholog_many2many"
"ENSDARG00000098387","TMEM176L.3A","ENSG00000149534","MS4A2","ortholog_many2many"
"ENSDARG00000098387","TMEM176L.3A","ENSG00000204979","MS4A13","ortholog_many2many"
"ENSDARG00000098387","TMEM176L.3A","ENSG00000166926","MS4A6E","ortholog_many2many"
"ENSDARG00000098387","TMEM176L.3A","ENSG00000110077","MS4A6A","ortholog_many2many"
"ENSDARG00000098387","TMEM176L.3A","ENSG00000166961","MS4A15","ortholog_many2many"
"ENSDARG00000098387","TMEM176L.3A","ENSG00000166930","MS4A5","ortholog_many2many"
"ENSDARG00000098387","TMEM176L.3A","ENSG00000166927","MS4A7","ortholog_many2many"
"ENSDARG00000098391","PSMG3","ENSG00000157778","PSMG3","ortholog_one2one"
"ENSDARG00000098398","PARP14RS3","ENSG00000173200","PARP15","ortholog_many2many"
"ENSDARG00000098401","FAM136A","ENSG00000035141","FAM136A","ortholog_one2one"
"ENSDARG00000098405","MAP3K1","ENSG00000095015","MAP3K1","ortholog_one2one"
"ENSDARG00000098408","STBD1","ENSG00000118804","STBD1","ortholog_one2one"
"ENSDARG00000098414","NINL","ENSG00000101004","NINL","ortholog_one2one"
"ENSDARG00000098420","SNTA1","ENSG00000101400","SNTA1","ortholog_one2one"
"ENSDARG00000098431","COMP","ENSG00000105664","COMP","ortholog_many2many"
"ENSDARG00000098432","PAF1","ENSG00000006712","PAF1","ortholog_one2one"
"ENSDARG00000098433","UTP6","ENSG00000108651","UTP6","ortholog_one2one"
"ENSDARG00000098437","SI:CH211-9D9.8","ENSG00000162897","FCAMR","ortholog_one2many"
"ENSDARG00000098438","SLC6A6B","ENSG00000131389","SLC6A6","ortholog_one2many"
"ENSDARG00000098439","NR1H3","ENSG00000025434","NR1H3","ortholog_one2one"
"ENSDARG00000098441","NARS2","ENSG00000137513","NARS2","ortholog_one2one"
"ENSDARG00000098445","ANKRD53","ENSG00000144031","ANKRD53","ortholog_one2one"
"ENSDARG00000098451","TLCD4A","ENSG00000152078","TLCD4","ortholog_one2many"
"ENSDARG00000098453","PANK4","ENSG00000157881","PANK4","ortholog_one2one"
"ENSDARG00000098466","UBE2A","ENSG00000077721","UBE2A","ortholog_one2one"
"ENSDARG00000098475","ARR3B","ENSG00000120500","ARR3","ortholog_one2many"
"ENSDARG00000098477","TEC","ENSG00000135605","TEC","ortholog_one2one"
"ENSDARG00000098481","ANXA1D","ENSG00000135046","ANXA1","ortholog_one2many"
"ENSDARG00000098486","TOLLIP","ENSG00000078902","TOLLIP","ortholog_one2one"
"ENSDARG00000098497","HRASA","ENSG00000174775","HRAS","ortholog_one2many"
"ENSDARG00000098507","LYAR","ENSG00000145220","LYAR","ortholog_one2one"
"ENSDARG00000098511","NTRK2B","ENSG00000148053","NTRK2","ortholog_one2many"
"ENSDARG00000098523","NCAM2","ENSG00000154654","NCAM2","ortholog_one2many"
"ENSDARG00000098526","GPR75","ENSG00000119737","GPR75","ortholog_one2one"
"ENSDARG00000098528","RTN4RL1B","ENSG00000185924","RTN4RL1","ortholog_one2many"
"ENSDARG00000098529","CCNE2","ENSG00000175305","CCNE2","ortholog_one2one"
"ENSDARG00000098537","SPATA22","ENSG00000141255","SPATA22","ortholog_one2one"
"ENSDARG00000098540","ZC3H7BA","ENSG00000100403","ZC3H7B","ortholog_one2many"
"ENSDARG00000098544","NCDN","ENSG00000020129","NCDN","ortholog_one2one"
"ENSDARG00000098573","SGCD","ENSG00000170624","SGCD","ortholog_one2one"
"ENSDARG00000098574","SRSF11","ENSG00000116754","SRSF11","ortholog_one2one"
"ENSDARG00000098578","PDGFAB","ENSG00000197461","PDGFA","ortholog_one2many"
