Key	Ligand	Receptor
PAPLN_SIRPA	PAPLN	SIRPA
PCSK9_VLDLR	PCSK9	VLDLR
PDAP1_PDGFRB	PDAP1	PDGFRB
PDGFA_PDGFRA	PDGFA	PDGFRA
PDGFA_PDGFRB	PDGFA	PDGFRB
PDGFB_ART1	PDGFB	ART1
PDGFB_ITGAV	PDGFB	ITGAV
PDGFB_LRP1	PDGFB	LRP1
PDGFB_PDGFRA	PDGFB	PDGFRA
PDGFB_PDGFRB	PDGFB	PDGFRB
PDGFB_S1PR1	PDGFB	S1PR1
PDGFC_FLT1	PDGFC	FLT1
PDGFC_FLT4	PDGFC	FLT4
PDGFC_KDR	PDGFC	KDR
PDGFC_PDGFRA	PDGFC	PDGFRA
PDGFC_PDGFRB	PDGFC	PDGFRB
PDGFD_PDGFRA	PDGFD	PDGFRA
PDGFD_PDGFRB	PDGFD	PDGFRB
PDX1_SLC2A2	PDX1	SLC2A2
PDYN_OPRD1	PDYN	OPRD1
PDYN_OPRK1	PDYN	OPRK1
PDYN_OPRM1	PDYN	OPRM1
PENK_MRGPRX1	PENK	MRGPRX1
PENK_OGFR	PENK	OGFR
PENK_OPRD1	PENK	OPRD1
PENK_OPRK1	PENK	OPRK1
PENK_OPRM1	PENK	OPRM1
PF4_CXCR3	PF4	CXCR3
PF4_FGFR2	PF4	FGFR2
PF4_LDLR	PF4	LDLR
PF4_PROCR	PF4	PROCR
PF4_SDC2	PF4	SDC2
PF4_THBD	PF4	THBD
PGF_FLT1	PGF	FLT1
PGF_NRP1	PGF	NRP1
PGF_NRP2	PGF	NRP2
PI3_PLD2	PI3	PLD2
PIGF_FLT1	PIGF	FLT1
PIP_CD4	PIP	CD4
PIP_NPTN	PIP	NPTN
PKM_CD44	PKM	CD44
PLA2G10_PLA2R1	PLA2G10	PLA2R1
PLAT_ITGAM	PLAT	ITGAM
PLAT_ITGB2	PLAT	ITGB2
PLAT_LRP1	PLAT	LRP1
PLAU_IGF2R	PLAU	IGF2R
PLAU_ITGA3	PLAU	ITGA3
PLAU_ITGA5	PLAU	ITGA5
PLAU_ITGAM	PLAU	ITGAM
PLAU_ITGAV	PLAU	ITGAV
PLAU_ITGB1	PLAU	ITGB1
PLAU_ITGB2	PLAU	ITGB2
PLAU_ITGB5	PLAU	ITGB5
PLAU_LRP1	PLAU	LRP1
PLAU_LRP2	PLAU	LRP2
PLAU_MRC2	PLAU	MRC2
PLAU_PLAUR	PLAU	PLAUR
PLAU_ST14	PLAU	ST14
PLAU_VLDLR	PLAU	VLDLR
PLG_F2R	PLG	F2R
PLG_F2RL1	PLG	F2RL1
PLG_F3	PLG	F3
PLG_FLT1	PLG	FLT1
PLG_ITGA9	PLG	ITGA9
PLG_ITGAM	PLG	ITGAM
PLG_ITGB1	PLG	ITGB1
PLG_ITGB2	PLG	ITGB2
PLG_PLAUR	PLG	PLAUR
PLG_PLGRKT	PLG	PLGRKT
PLTP_ABCA1	PLTP	ABCA1
PMCH_MCHR1	PMCH	MCHR1
PMCH_MCHR2	PMCH	MCHR2
PNOC_OPRL1	PNOC	OPRL1
PODXL2_SELL	PODXL2	SELL
PODXL_SELL	PODXL	SELL
POMC_MC1R	POMC	MC1R
POMC_MC2R	POMC	MC2R
POMC_MC3R	POMC	MC3R
POMC_MC4R	POMC	MC4R
POMC_MC5R	POMC	MC5R
POMC_OPRD1	POMC	OPRD1
POMC_OPRK1	POMC	OPRK1
POMC_OPRM1	POMC	OPRM1
PON2_HTR2A	PON2	HTR2A
PPBP_CXCR1	PPBP	CXCR1
PPBP_CXCR2	PPBP	CXCR2
PPBP_DARC	PPBP	DARC
PPY_NPY1R	PPY	NPY1R
PPY_NPY2R	PPY	NPY2R
PPY_NPY4R	PPY	NPY4R
PPY_NPY5R	PPY	NPY5R
PRLH_PRLHR	PRLH	PRLHR
PRL_PRLR	PRL	PRLR
PRND_RPSA	PRND	RPSA
PROC_ITGAM	PROC	ITGAM
PROC_ITGB2	PROC	ITGB2
PROC_PROCR	PROC	PROCR
PROC_THBD	PROC	THBD
PROK1_PROKR1	PROK1	PROKR1
PROK1_PROKR2	PROK1	PROKR2
PROK2_PROKR1	PROK2	PROKR1
PROK2_PROKR2	PROK2	PROKR2
PROS1_AXL	PROS1	AXL
PROS1_TYRO3	PROS1	TYRO3
PRSS23_TMEM222	PRSS23	TMEM222
PSAP_CD1B	PSAP	CD1B
PSAP_CELSR1	PSAP	CELSR1
PSAP_GPR37	PSAP	GPR37
PSAP_GPR37L1	PSAP	GPR37L1
PSAP_LRP1	PSAP	LRP1
PSAP_SORT1	PSAP	SORT1
PSEN1_CD44	PSEN1	CD44
PSEN1_NCSTN	PSEN1	NCSTN
PSEN1_NOTCH1	PSEN1	NOTCH1
PSEN1_NOTCH2	PSEN1	NOTCH2
PSEN1_NOTCH3	PSEN1	NOTCH3
PSEN1_NOTCH4	PSEN1	NOTCH4
PSPN_GFRA1	PSPN	GFRA1
PSPN_GFRA4	PSPN	GFRA4
PSPN_RET	PSPN	RET
PSPN_SDC3	PSPN	SDC3
PTDSS1_JMJD6	PTDSS1	JMJD6
PTDSS1_SCARB1	PTDSS1	SCARB1
PTGS2_ALOX5	PTGS2	ALOX5
PTGS2_CAV1	PTGS2	CAV1
PTGS2_PTGDR2	PTGS2	PTGDR2
PTH2_PTH1R	PTH2	PTH1R
PTH2_PTH2R	PTH2	PTH2R
PTHLH_PRLHR	PTHLH	PRLHR
PTHLH_PTH1R	PTHLH	PTH1R
PTHLH_PTH2R	PTHLH	PTH2R
PTH_PTH1R	PTH	PTH1R
PTH_PTH2R	PTH	PTH2R
PTMA_VIPR1	PTMA	VIPR1
PTN_ALK	PTN	ALK
PTN_CDH10	PTN	CDH10
PTN_PLXNB2	PTN	PLXNB2
PTN_PTPRB	PTN	PTPRB
PTN_PTPRS	PTN	PTPRS
PTN_PTPRZ1	PTN	PTPRZ1
PTN_SDC1	PTN	SDC1
PTN_SDC3	PTN	SDC3
PYY_FAP	PYY	FAP
PYY_NPY1R	PYY	NPY1R
PYY_NPY2R	PYY	NPY2R
PYY_NPY4R	PYY	NPY4R
PYY_NPY5R	PYY	NPY5R
QDPR_DYSF	QDPR	DYSF
QRFP_P2RY14	QRFP	P2RY14
QRFP_QRFPR	QRFP	QRFPR
RAET1E_KLRK1	RAET1E	KLRK1
RARRES2_CCRL2	RARRES2	CCRL2
RARRES2_CMKLR1	RARRES2	CMKLR1
RARRES2_GPR1	RARRES2	GPR1
RBP3_NOTCH1	RBP3	NOTCH1
RBP4_STRA6	RBP4	STRA6
RELN_ITGA3	RELN	ITGA3
RELN_ITGB1	RELN	ITGB1
RELN_LRP8	RELN	LRP8
RELN_VLDLR	RELN	VLDLR
REN_ASIC3	REN	ASIC3
REN_ATP6AP2	REN	ATP6AP2
RGMA_BMPR1B	RGMA	BMPR1B
RGMA_BMPR2	RGMA	BMPR2
RGMA_HFE2	RGMA	HFE2
RGMA_NEO1	RGMA	NEO1
RGMB_BMPR1B	RGMB	BMPR1B
RGMB_BMPR2	RGMB	BMPR2
RGMB_HFE2	RGMB	HFE2
RGMB_NEO1	RGMB	NEO1
RIMS1_CACNA1C	RIMS1	CACNA1C
RIMS1_SLC17A7	RIMS1	SLC17A7
RIMS1_SLC18A2	RIMS1	SLC18A2
RIMS1_SLC18A3	RIMS1	SLC18A3
RIMS2_ABCA1	RIMS2	ABCA1
RLN1_RXFP1	RLN1	RXFP1
RLN1_RXFP2	RLN1	RXFP2
RLN2_RXFP1	RLN2	RXFP1
RLN2_RXFP2	RLN2	RXFP2
RLN3_RXFP1	RLN3	RXFP1
RLN3_RXFP2	RLN3	RXFP2
RLN3_RXFP3	RLN3	RXFP3
RLN3_RXFP4	RLN3	RXFP4
RNASE2_TLR2	RNASE2	TLR2
RPH3A_NRXN1	RPH3A	NRXN1
RPS19_C5AR1	RPS19	C5AR1
RSPO1_FZD8	RSPO1	FZD8
RSPO1_LGR4	RSPO1	LGR4
RSPO1_LGR5	RSPO1	LGR5
RSPO1_LGR6	RSPO1	LGR6
RSPO1_LRP6	RSPO1	LRP6
RSPO1_ZNRF3	RSPO1	ZNRF3
RSPO2_LGR4	RSPO2	LGR4
RSPO2_LGR5	RSPO2	LGR5
RSPO2_LGR6	RSPO2	LGR6
RSPO3_FZD8	RSPO3	FZD8
RSPO3_LGR4	RSPO3	LGR4
RSPO3_LGR5	RSPO3	LGR5
RSPO3_LGR6	RSPO3	LGR6
RSPO3_LRP6	RSPO3	LRP6
RSPO3_SDC4	RSPO3	SDC4
RSPO4_LGR4	RSPO4	LGR4
RSPO4_LGR5	RSPO4	LGR5
RSPO4_LGR6	RSPO4	LGR6
RTN4_CNTNAP1	RTN4	CNTNAP1
RTN4_GJB2	RTN4	GJB2
RTN4_LINGO1	RTN4	LINGO1
RTN4_NGFR	RTN4	NGFR
RTN4_RTN4R	RTN4	RTN4R
RTN4_RTN4RL1	RTN4	RTN4RL1
RTN4_TNFRSF19	RTN4	TNFRSF19
S100A8_TLR4	S100A8	TLR4
S100A9_TLR4	S100A9	TLR4
SAA1_FPR1	SAA1	FPR1
SAA1_FPR2	SAA1	FPR2
SAA1_SCARB1	SAA1	SCARB1
SCGB1A1_LMBR1L	SCGB1A1	LMBR1L
SCGB1A1_LRP2	SCGB1A1	LRP2
SCGB3A1_MARCO	SCGB3A1	MARCO
SCGB3A2_MARCO	SCGB3A2	MARCO
SCT_SCTR	SCT	SCTR
SCT_VIPR1	SCT	VIPR1
SCT_VIPR2	SCT	VIPR2
SELPLG_ESAM	SELPLG	ESAM
SELPLG_ITGAM	SELPLG	ITGAM
SELPLG_ITGB2	SELPLG	ITGB2
SELPLG_SELE	SELPLG	SELE
SELPLG_SELL	SELPLG	SELL
SELPLG_SELP	SELPLG	SELP
SEMA3A_NRP1	SEMA3A	NRP1
SEMA3A_NRP2	SEMA3A	NRP2
SEMA3A_PLXNA1	SEMA3A	PLXNA1
SEMA3A_PLXNA2	SEMA3A	PLXNA2
SEMA3A_PLXNA3	SEMA3A	PLXNA3
SEMA3A_PLXNA4	SEMA3A	PLXNA4
SEMA3B_NRP1	SEMA3B	NRP1
SEMA3B_NRP2	SEMA3B	NRP2
SEMA3C_NRP1	SEMA3C	NRP1
SEMA3C_NRP2	SEMA3C	NRP2
SEMA3C_PLXND1	SEMA3C	PLXND1
SEMA3D_NRP1	SEMA3D	NRP1
SEMA3E_NRP1	SEMA3E	NRP1
SEMA3E_PLXND1	SEMA3E	PLXND1
SEMA3F_NRP1	SEMA3F	NRP1
SEMA3F_NRP2	SEMA3F	NRP2
SEMA3F_PLXNA1	SEMA3F	PLXNA1
SEMA3F_PLXNA3	SEMA3F	PLXNA3
SEMA3G_NRP2	SEMA3G	NRP2
SEMA4A_PLXND1	SEMA4A	PLXND1
SEMA4B_DCBLD2	SEMA4B	DCBLD2
SEMA4C_PLXNB2	SEMA4C	PLXNB2
SEMA4D_CD72	SEMA4D	CD72
SEMA4D_ERBB2	SEMA4D	ERBB2
SEMA4D_MET	SEMA4D	MET
SEMA4D_PLXNB1	SEMA4D	PLXNB1
SEMA4D_PLXNB2	SEMA4D	PLXNB2
SEMA4F_NRP2	SEMA4F	NRP2
SEMA4G_PLXNB2	SEMA4G	PLXNB2
SEMA5A_MET	SEMA5A	MET
SEMA5A_PLXNB3	SEMA5A	PLXNB3
SEMA6A_PLXNA2	SEMA6A	PLXNA2
SEMA6A_PLXNA4	SEMA6A	PLXNA4
SEMA6D_KDR	SEMA6D	KDR
SEMA6D_PLXNA1	SEMA6D	PLXNA1
SEMA6D_TREM2	SEMA6D	TREM2
SEMA6D_TYROBP	SEMA6D	TYROBP
SEMA7A_ITGA1	SEMA7A	ITGA1
SEMA7A_ITGB1	SEMA7A	ITGB1
SEMA7A_PLXNC1	SEMA7A	PLXNC1
SERPINA1_LRP1	SERPINA1	LRP1
SERPINA7_SLC16A2	SERPINA7	SLC16A2
SERPINC1_GPC1	SERPINC1	GPC1
SERPINC1_LRP1	SERPINC1	LRP1
SERPINC1_SDC2	SERPINC1	SDC2
SERPINE1_ITGAV	SERPINE1	ITGAV
SERPINE1_ITGB5	SERPINE1	ITGB5
SERPINE1_LRP1	SERPINE1	LRP1
SERPINE1_LRP2	SERPINE1	LRP2
SERPINE1_PLAUR	SERPINE1	PLAUR
SERPINE2_LRP1	SERPINE2	LRP1
SERPING1_LRP1	SERPING1	LRP1
SERPING1_SELE	SERPING1	SELE
SERPING1_SELP	SERPING1	SELP
SFRP1_FZD2	SFRP1	FZD2
SFRP1_FZD6	SFRP1	FZD6
SFTPA1_TLR2	SFTPA1	TLR2
SFTPA2_CD93	SFTPA2	CD93
SFTPD_LY96	SFTPD	LY96
SFTPD_TLR4	SFTPD	TLR4
SHANK1_ABCA1	SHANK1	ABCA1
SHANK1_BAI2	SHANK1	BAI2
SHANK1_LPHN1	SHANK1	LPHN1
SHANK1_LPHN2	SHANK1	LPHN2
SHANK1_SSTR2	SHANK1	SSTR2
SHBG_CD177	SHBG	CD177
SHBG_CLDN4	SHBG	CLDN4
SHBG_SLC37A1	SHBG	SLC37A1
SHH_BOC	SHH	BOC
SHH_CDON	SHH	CDON
SHH_GPC5	SHH	GPC5
SHH_HHIP	SHH	HHIP
SHH_LRP2	SHH	LRP2
SHH_PTCH1	SHH	PTCH1
SHH_PTCH2	SHH	PTCH2
SHH_SMO	SHH	SMO
SLIT1_GPC1	SLIT1	GPC1
SLIT1_ROBO1	SLIT1	ROBO1
SLIT1_SDC1	SLIT1	SDC1
SLIT2_DCC	SLIT2	DCC
SLIT2_GPC1	SLIT2	GPC1
SLIT2_ROBO1	SLIT2	ROBO1
SLIT2_ROBO2	SLIT2	ROBO2
SLIT2_ROBO4	SLIT2	ROBO4
SLIT2_SDC1	SLIT2	SDC1
SLIT3_ROBO2	SLIT3	ROBO2
SLPI_CD4	SLPI	CD4
SORBS1_INSR	SORBS1	INSR
SORBS1_ITGA1	SORBS1	ITGA1
SORBS1_ITGB5	SORBS1	ITGB5
SOST_LRP5	SOST	LRP5
SOST_LRP6	SOST	LRP6
SPINK1_EGFR	SPINK1	EGFR
SPINK1_NRSN1	SPINK1	NRSN1
SPINT1_ST14	SPINT1	ST14
SPON2_ITGAM	SPON2	ITGAM
SPON2_ITGB2	SPON2	ITGB2
SPP1_CD44	SPP1	CD44
SPP1_ITGA4	SPP1	ITGA4
SPP1_ITGA5	SPP1	ITGA5
SPP1_ITGA9	SPP1	ITGA9
SPP1_ITGAV	SPP1	ITGAV
SPP1_ITGB1	SPP1	ITGB1
SPP1_S1PR1	SPP1	S1PR1
SST_SSTR1	SST	SSTR1
SST_SSTR2	SST	SSTR2
SST_SSTR3	SST	SSTR3
SST_SSTR4	SST	SSTR4
SST_SSTR5	SST	SSTR5
SYTL3_NRXN1	SYTL3	NRXN1
TAC1_TACR1	TAC1	TACR1
TAC1_TACR2	TAC1	TACR2
TAC1_TACR3	TAC1	TACR3
TAC3_TACR1	TAC3	TACR1
TAC3_TACR2	TAC3	TACR2
TAC3_TACR3	TAC3	TACR3
TAC4_TACR1	TAC4	TACR1
TAC4_TACR2	TAC4	TACR2
TAC4_TACR3	TAC4	TACR3
TCN2_CNR1	TCN2	CNR1
TCN2_LRP2	TCN2	LRP2
TCTN1_TMEM67	TCTN1	TMEM67
TDGF1_ACVR1B	TDGF1	ACVR1B
TDGF1_ACVR1C	TDGF1	ACVR1C
TDGF1_ACVR2A	TDGF1	ACVR2A
TDGF1_ACVR2B	TDGF1	ACVR2B
TDGF1_GPC1	TDGF1	GPC1
TFPI_F3	TFPI	F3
TFPI_LRP1	TFPI	LRP1
TFPI_SDC4	TFPI	SDC4
TFPI_VLDLR	TFPI	VLDLR
TF_GPR162	TF	GPR162
TF_TFR2	TF	TFR2
TF_TFRC	TF	TFRC
TGFA_EGFR	TGFA	EGFR
TGFA_ERBB2	TGFA	ERBB2
TGFA_ERBB3	TGFA	ERBB3
TGFA_ERBB4	TGFA	ERBB4
TGFB1_ACVRL1	TGFB1	ACVRL1
TGFB1_CAV1	TGFB1	CAV1
TGFB1_CD109	TGFB1	CD109
TGFB1_CXCR4	TGFB1	CXCR4
TGFB1_ENG	TGFB1	ENG
TGFB1_ITGAV	TGFB1	ITGAV
TGFB1_ITGB6	TGFB1	ITGB6
TGFB1_ITGB8	TGFB1	ITGB8
TGFB1_SDC2	TGFB1	SDC2
TGFB1_TGFBR1	TGFB1	TGFBR1
TGFB1_TGFBR2	TGFB1	TGFBR2
TGFB1_TGFBR3	TGFB1	TGFBR3
TGFB2_ACVR1	TGFB2	ACVR1
TGFB2_ENG	TGFB2	ENG
TGFB2_TGFBR1	TGFB2	TGFBR1
TGFB2_TGFBR2	TGFB2	TGFBR2
TGFB2_TGFBR3	TGFB2	TGFBR3
TGFB3_ACVRL1	TGFB3	ACVRL1
TGFB3_ENG	TGFB3	ENG
TGFB3_TGFBR1	TGFB3	TGFBR1
TGFB3_TGFBR2	TGFB3	TGFBR2
TGFB3_TGFBR3	TGFB3	TGFBR3
TGM2_GPR56	TGM2	GPR56
TGM2_ITGA4	TGM2	ITGA4
TGM2_ITGA9	TGM2	ITGA9
TGM2_ITGB1	TGM2	ITGB1
TGM2_ITGB3	TGM2	ITGB3
TGM2_SDC4	TGM2	SDC4
TGM2_TBXA2R	TGM2	TBXA2R
TG_ASGR1	TG	ASGR1
TG_LRP2	TG	LRP2
THBS1_CD36	THBS1	CD36
THBS1_CD47	THBS1	CD47
THBS1_ITGA2B	THBS1	ITGA2B
THBS1_ITGA3	THBS1	ITGA3
THBS1_ITGA4	THBS1	ITGA4
THBS1_ITGA6	THBS1	ITGA6
THBS1_ITGB1	THBS1	ITGB1
THBS1_ITGB3	THBS1	ITGB3
THBS1_LRP1	THBS1	LRP1
THBS1_LRP5	THBS1	LRP5
THBS1_SCARB1	THBS1	SCARB1
THBS1_SDC1	THBS1	SDC1
THBS1_SDC4	THBS1	SDC4
THBS1_TNFRSF11B	THBS1	TNFRSF11B
THBS2_CD47	THBS2	CD47
THBS2_ITGA4	THBS2	ITGA4
THBS2_ITGA6	THBS2	ITGA6
THBS2_ITGB1	THBS2	ITGB1
THBS2_NOTCH3	THBS2	NOTCH3
THBS2_NOTCH4	THBS2	NOTCH4
THPO_MPL	THPO	MPL
THPO_SIRPB1	THPO	SIRPB1
TIMP1_CD63	TIMP1	CD63
TIMP2_ITGA3	TIMP2	ITGA3
TIMP2_ITGB1	TIMP2	ITGB1
TIMP3_AGTR2	TIMP3	AGTR2
TIMP3_KDR	TIMP3	KDR
TNC_CNTN1	TNC	CNTN1
TNC_EGFR	TNC	EGFR
TNC_ITGA2	TNC	ITGA2
TNC_ITGA5	TNC	ITGA5
TNC_ITGA7	TNC	ITGA7
TNC_ITGA8	TNC	ITGA8
TNC_ITGA9	TNC	ITGA9
TNC_ITGAV	TNC	ITGAV
TNC_ITGB1	TNC	ITGB1
TNC_NT5E	TNC	NT5E
TNC_PTPRB	TNC	PTPRB
TNC_PTPRZ1	TNC	PTPRZ1
TNC_SDC1	TNC	SDC1
TNC_SDC4	TNC	SDC4
TNFSF10_TNFRSF10A	TNFSF10	TNFRSF10A
TNFSF10_TNFRSF10B	TNFSF10	TNFRSF10B
TNFSF10_TNFRSF10C	TNFSF10	TNFRSF10C
TNFSF10_TNFRSF10D	TNFSF10	TNFRSF10D
TNFSF10_TNFRSF11B	TNFSF10	TNFRSF11B
TNFSF11_TNFRSF11A	TNFSF11	TNFRSF11A
TNFSF11_TNFRSF11B	TNFSF11	TNFRSF11B
TNFSF12_TNFRSF12A	TNFSF12	TNFRSF12A
TNFSF12_TNFRSF25	TNFSF12	TNFRSF25
TNFSF13B_TNFRSF13B	TNFSF13B	TNFRSF13B
TNFSF13B_TNFRSF13C	TNFSF13B	TNFRSF13C
TNFSF13B_TNFRSF17	TNFSF13B	TNFRSF17
TNFSF13_FAS	TNFSF13	FAS
TNFSF13_SDC2	TNFSF13	SDC2
TNFSF13_TNFRSF11B	TNFSF13	TNFRSF11B
TNFSF13_TNFRSF13B	TNFSF13	TNFRSF13B
TNFSF13_TNFRSF14	TNFSF13	TNFRSF14
TNFSF13_TNFRSF17	TNFSF13	TNFRSF17
TNFSF13_TNFRSF1A	TNFSF13	TNFRSF1A
TNFSF14_LTBR	TNFSF14	LTBR
TNFSF14_TNFRSF14	TNFSF14	TNFRSF14
TNFSF14_TNFRSF6B	TNFSF14	TNFRSF6B
TNFSF15_TNFRSF25	TNFSF15	TNFRSF25
TNFSF15_TNFRSF6B	TNFSF15	TNFRSF6B
TNFSF18_TNFRSF18	TNFSF18	TNFRSF18
TNFSF4_TNFRSF4	TNFSF4	TNFRSF4
TNFSF4_TRAF2	TNFSF4	TRAF2
TNFSF8_TNFRSF8	TNFSF8	TNFRSF8
TNFSF9_TNFRSF9	TNFSF9	TNFRSF9
TNFSF9_TRAF2	TNFSF9	TRAF2
TNF_LTBR	TNF	LTBR
TNF_SLC5A11	TNF	SLC5A11
TNF_TNFRSF1A	TNF	TNFRSF1A
TNF_TNFRSF1B	TNF	TNFRSF1B
TNF_TNFRSF21	TNF	TNFRSF21
TNF_TRAF2	TNF	TRAF2
TPH1_HTR1A	TPH1	HTR1A
TPH1_HTR1B	TPH1	HTR1B
TPH1_HTR1D	TPH1	HTR1D
TPH1_HTR1E	TPH1	HTR1E
TPH1_HTR1F	TPH1	HTR1F
TPH1_HTR2A	TPH1	HTR2A
TPH1_HTR2B	TPH1	HTR2B
TPH1_HTR2C	TPH1	HTR2C
TPH1_HTR4	TPH1	HTR4
TPH1_HTR5A	TPH1	HTR5A
TPH1_HTR6	TPH1	HTR6
TPH1_HTR7	TPH1	HTR7
TRH_TRHR	TRH	TRHR
TSHB_TSHR	TSHB	TSHR
TSLP_IL7R	TSLP	IL7R
UBA52_ACVR1	UBA52	ACVR1
UBA52_AGTR1	UBA52	AGTR1
UBA52_BMPR1B	UBA52	BMPR1B
UBA52_EGFR	UBA52	EGFR
UBA52_ERBB2	UBA52	ERBB2
UBA52_FSHR	UBA52	FSHR
UBA52_NOTCH1	UBA52	NOTCH1
UBA52_TGFBR1	UBA52	TGFBR1
UBA52_TGFBR2	UBA52	TGFBR2
UCN2_CRHR1	UCN2	CRHR1
UCN2_CRHR2	UCN2	CRHR2
UCN2_IL10RB	UCN2	IL10RB
UCN3_CRHR1	UCN3	CRHR1
UCN3_CRHR2	UCN3	CRHR2
UCN3_IL10RB	UCN3	IL10RB
UCN_CRHR1	UCN	CRHR1
UCN_CRHR2	UCN	CRHR2
ULBP2_KLRK1	ULBP2	KLRK1
UTS2B_UTS2R	UTS2B	UTS2R
UTS2_UTS2R	UTS2	UTS2R
VASP_CXCR2	VASP	CXCR2
VCAM1_ITGA4	VCAM1	ITGA4
VCAM1_ITGA9	VCAM1	ITGA9
VCAM1_ITGAD	VCAM1	ITGAD
VCAM1_ITGB1	VCAM1	ITGB1
VCAM1_ITGB2	VCAM1	ITGB2
VCAM1_ITGB7	VCAM1	ITGB7
VCAN_CD44	VCAN	CD44
VCAN_EGFR	VCAN	EGFR
VCAN_ITGA4	VCAN	ITGA4
VCAN_ITGB1	VCAN	ITGB1
VCAN_SELL	VCAN	SELL
VCAN_SELP	VCAN	SELP
VCAN_TLR1	VCAN	TLR1
VCAN_TLR2	VCAN	TLR2
VEGFA_EGFR	VEGFA	EGFR
VEGFA_EPHB2	VEGFA	EPHB2
VEGFA_FLT1	VEGFA	FLT1
VEGFA_GPC1	VEGFA	GPC1
VEGFA_ITGA9	VEGFA	ITGA9
VEGFA_ITGAV	VEGFA	ITGAV
VEGFA_ITGB1	VEGFA	ITGB1
VEGFA_KDR	VEGFA	KDR
VEGFA_NRP1	VEGFA	NRP1
VEGFA_NRP2	VEGFA	NRP2
VEGFA_RET	VEGFA	RET
VEGFA_SIRPA	VEGFA	SIRPA
VEGFA_TYRO3	VEGFA	TYRO3
VEGFB_FLT1	VEGFB	FLT1
VEGFB_NRP1	VEGFB	NRP1
VEGFB_RET	VEGFB	RET
VEGFB_TYRO3	VEGFB	TYRO3
VEGFC_FLT1	VEGFC	FLT1
VEGFC_FLT4	VEGFC	FLT4
VEGFC_ITGA9	VEGFC	ITGA9
VEGFC_ITGB1	VEGFC	ITGB1
VEGFC_KDR	VEGFC	KDR
VEGFC_LYVE1	VEGFC	LYVE1
VEGFC_NRP2	VEGFC	NRP2
VEGFC_VIPR2	VEGFC	VIPR2
VIM_CD44	VIM	CD44
VIP_ADCYAP1R1	VIP	ADCYAP1R1
VIP_NPR3	VIP	NPR3
VIP_SCTR	VIP	SCTR
VIP_VIPR1	VIP	VIPR1
VIP_VIPR2	VIP	VIPR2
VTN_CD47	VTN	CD47
VTN_ITGA2B	VTN	ITGA2B
VTN_ITGA3	VTN	ITGA3
VTN_ITGA5	VTN	ITGA5
VTN_ITGA8	VTN	ITGA8
VTN_ITGAV	VTN	ITGAV
VTN_ITGB1	VTN	ITGB1
VTN_ITGB3	VTN	ITGB3
VTN_ITGB5	VTN	ITGB5
VTN_ITGB6	VTN	ITGB6
VTN_ITGB8	VTN	ITGB8
VTN_KDR	VTN	KDR
VTN_PLAUR	VTN	PLAUR
VTN_PVR	VTN	PVR
VTN_TNFRSF11B	VTN	TNFRSF11B
VWF_GP1BA	VWF	GP1BA
VWF_ITGA2B	VWF	ITGA2B
VWF_SELP	VWF	SELP
VWF_SIRPA	VWF	SIRPA
VWF_TNFRSF11B	VWF	TNFRSF11B
WNT11_FZD7	WNT11	FZD7
WNT16_FZD6	WNT16	FZD6
WNT1_FZD1	WNT1	FZD1
WNT1_FZD3	WNT1	FZD3
WNT1_FZD5	WNT1	FZD5
WNT1_FZD7	WNT1	FZD7
WNT1_FZD8	WNT1	FZD8
WNT1_FZD9	WNT1	FZD9
WNT1_LRP5	WNT1	LRP5
WNT1_LRP6	WNT1	LRP6
WNT1_RYK	WNT1	RYK
WNT2_FZD1	WNT2	FZD1
WNT2_FZD5	WNT2	FZD5
WNT2_FZD7	WNT2	FZD7
WNT2_FZD8	WNT2	FZD8
WNT2_FZD9	WNT2	FZD9
WNT2_LRP6	WNT2	LRP6
WNT3A_APCDD1	WNT3A	APCDD1
WNT3A_ATP6AP2	WNT3A	ATP6AP2
WNT3A_FZD1	WNT3A	FZD1
WNT3A_FZD2	WNT3A	FZD2
WNT3A_FZD5	WNT3A	FZD5
WNT3A_FZD6	WNT3A	FZD6
WNT3A_FZD7	WNT3A	FZD7
WNT3A_FZD8	WNT3A	FZD8
WNT3A_LRP1	WNT3A	LRP1
WNT3A_LRP6	WNT3A	LRP6
WNT3A_RYK	WNT3A	RYK
WNT3_FZD1	WNT3	FZD1
WNT3_FZD5	WNT3	FZD5
WNT3_FZD7	WNT3	FZD7
WNT3_FZD8	WNT3	FZD8
WNT3_LRP6	WNT3	LRP6
WNT3_RYK	WNT3	RYK
WNT4_FZD2	WNT4	FZD2
WNT4_FZD6	WNT4	FZD6
WNT5A_FZD1	WNT5A	FZD1
WNT5A_FZD2	WNT5A	FZD2
WNT5A_FZD4	WNT5A	FZD4
WNT5A_FZD5	WNT5A	FZD5
WNT5A_FZD6	WNT5A	FZD6
WNT5A_FZD7	WNT5A	FZD7
WNT5A_FZD8	WNT5A	FZD8
WNT5A_LRP5	WNT5A	LRP5
WNT5A_MCAM	WNT5A	MCAM
WNT5A_ROR1	WNT5A	ROR1
WNT5A_ROR2	WNT5A	ROR2
WNT5A_RYK	WNT5A	RYK
WNT7A_FZD10	WNT7A	FZD10
WNT7A_FZD5	WNT7A	FZD5
WNT7A_FZD9	WNT7A	FZD9
WNT7A_LRP6	WNT7A	LRP6
WNT7B_FZD1	WNT7B	FZD1
WNT7B_FZD10	WNT7B	FZD10
WNT7B_LRP5	WNT7B	LRP5
