TF	Targets	Key	Mode
RELA	PLAUR	RELA_PLAUR	unknown
RELA	PLIN1	RELA_PLIN1	activation
RELA	POU2F2	RELA_POU2F2	unknown
RELA	PPARA	RELA_PPARA	unknown
RELA	PPARD	RELA_PPARD	repression
RELA	PPIG	RELA_PPIG	unknown
RELA	PROX1	RELA_PROX1	activation
RELA	PSMB10	RELA_PSMB10	unknown
RELA	PSMB9	RELA_PSMB9	unknown
RELA	PTAFR	RELA_PTAFR	activation
RELA	PTEN	RELA_PTEN	activation
RELA	PTEN	RELA_PTEN	repression
RELA	PTGER4	RELA_PTGER4	unknown
RELA	PTGES	RELA_PTGES	activation
RELA	PTGFR	RELA_PTGFR	unknown
RELA	PTGS2	RELA_PTGS2	activation
RELA	PTGS2	RELA_PTGS2	repression
RELA	PTGS2	RELA_PTGS2	unknown
RELA	PTHLH	RELA_PTHLH	activation
RELA	PTPN13	RELA_PTPN13	unknown
RELA	PTPN6	RELA_PTPN6	unknown
RELA	REPS2	RELA_REPS2	repression
RELA	RGS4	RELA_RGS4	activation
RELA	RIPK2	RELA_RIPK2	activation
RELA	S100A6	RELA_S100A6	activation
RELA	SAA1	RELA_SAA1	unknown
RELA	SAA2	RELA_SAA2	activation
RELA	SDC1	RELA_SDC1	activation
RELA	SELE	RELA_SELE	activation
RELA	SELE	RELA_SELE	unknown
RELA	SERPINA3	RELA_SERPINA3	repression
RELA	SERPINB1	RELA_SERPINB1	activation
RELA	SERPINE1	RELA_SERPINE1	activation
RELA	SERPINE1	RELA_SERPINE1	repression
RELA	SFTPA1	RELA_SFTPA1	unknown
RELA	SIRT1	RELA_SIRT1	activation
RELA	SLC25A27	RELA_SLC25A27	activation
RELA	SLC9A2	RELA_SLC9A2	unknown
RELA	SNAI1	RELA_SNAI1	activation
RELA	SNAI1	RELA_SNAI1	unknown
RELA	SOCS3	RELA_SOCS3	unknown
RELA	SOD2	RELA_SOD2	activation
RELA	SOD2	RELA_SOD2	unknown
RELA	STAT1	RELA_STAT1	unknown
RELA	STAT3	RELA_STAT3	unknown
RELA	STAT4	RELA_STAT4	unknown
RELA	STK39	RELA_STK39	activation
RELA	TAP1	RELA_TAP1	unknown
RELA	TAP2	RELA_TAP2	unknown
RELA	TAPBP	RELA_TAPBP	unknown
RELA	TBP	RELA_TBP	activation
RELA	TBP	RELA_TBP	unknown
RELA	TBX21	RELA_TBX21	activation
RELA	TERT	RELA_TERT	unknown
RELA	TF	RELA_TF	activation
RELA	TF	RELA_TF	unknown
RELA	TFF1	RELA_TFF1	activation
RELA	TFF3	RELA_TFF3	activation
RELA	TFF3	RELA_TFF3	unknown
RELA	THBD	RELA_THBD	repression
RELA	TIMP1	RELA_TIMP1	repression
RELA	TLR2	RELA_TLR2	activation
RELA	TLR3	RELA_TLR3	activation
RELA	TLR3	RELA_TLR3	repression
RELA	TLR7	RELA_TLR7	activation
RELA	TLR9	RELA_TLR9	unknown
RELA	TNC	RELA_TNC	activation
RELA	TNC	RELA_TNC	unknown
RELA	TNF	RELA_TNF	activation
RELA	TNF	RELA_TNF	unknown
RELA	TNFAIP3	RELA_TNFAIP3	activation
RELA	TNFAIP3	RELA_TNFAIP3	unknown
RELA	TNFRSF10A	RELA_TNFRSF10A	unknown
RELA	TNFRSF10B	RELA_TNFRSF10B	activation
RELA	TNFRSF10B	RELA_TNFRSF10B	unknown
RELA	TNFRSF13C	RELA_TNFRSF13C	activation
RELA	TNFRSF9	RELA_TNFRSF9	unknown
RELA	TNFSF10	RELA_TNFSF10	activation
RELA	TNFSF10	RELA_TNFSF10	repression
RELA	TNFSF10	RELA_TNFSF10	unknown
RELA	TNFSF14	RELA_TNFSF14	unknown
RELA	TNIP3	RELA_TNIP3	unknown
RELA	TP53	RELA_TP53	unknown
RELA	TRAF1	RELA_TRAF1	activation
RELA	TRAF1	RELA_TRAF1	unknown
RELA	TRAF2	RELA_TRAF2	activation
RELA	TRAF2	RELA_TRAF2	repression
RELA	TRAF2	RELA_TRAF2	unknown
RELA	TRIB3	RELA_TRIB3	repression
RELA	TRIM21	RELA_TRIM21	unknown
RELA	TRPC1	RELA_TRPC1	unknown
RELA	TSLP	RELA_TSLP	unknown
RELA	TWIST1	RELA_TWIST1	activation
RELA	UPP1	RELA_UPP1	activation
RELA	VCAM1	RELA_VCAM1	activation
RELA	VCAM1	RELA_VCAM1	unknown
RELA	VEGFA	RELA_VEGFA	activation
RELA	VEGFA	RELA_VEGFA	repression
RELA	VEGFA	RELA_VEGFA	unknown
RELA	VWF	RELA_VWF	unknown
RELA	WT1	RELA_WT1	unknown
RELA	XIAP	RELA_XIAP	activation
RELA	XIAP	RELA_XIAP	repression
RELA	XIAP	RELA_XIAP	unknown
RELA	YY1	RELA_YY1	repression
RELA	YY1	RELA_YY1	unknown
RELB	CCL19	RELB_CCL19	activation
RELB	CCL21	RELB_CCL21	activation
RELB	CD40	RELB_CD40	unknown
RELB	PIGR	RELB_PIGR	activation
REST	AR	REST_AR	unknown
REST	AVP	REST_AVP	activation
REST	BDNF	REST_BDNF	repression
REST	CACNA1H	REST_CACNA1H	unknown
REST	CARTPT	REST_CARTPT	repression
REST	CD59	REST_CD59	repression
REST	CHGA	REST_CHGA	unknown
REST	CHGB	REST_CHGB	unknown
REST	DGCR5	REST_DGCR5	repression
REST	DYRK1A	REST_DYRK1A	unknown
REST	GABRB3	REST_GABRB3	unknown
REST	GJD2	REST_GJD2	repression
REST	GLRA1	REST_GLRA1	activation
REST	GRIN1	REST_GRIN1	repression
REST	GRIN1	REST_GRIN1	unknown
REST	KCNN4	REST_KCNN4	repression
REST	KCNQ2	REST_KCNQ2	repression
REST	KCNQ3	REST_KCNQ3	repression
REST	LIN28A	REST_LIN28A	repression
REST	NRP1	REST_NRP1	repression
REST	OPRM1	REST_OPRM1	repression
REST	PCSK1	REST_PCSK1	unknown
REST	PENK	REST_PENK	repression
REST	SCG3	REST_SCG3	unknown
REST	STAT1	REST_STAT1	repression
REST	SYN1	REST_SYN1	unknown
REST	TAC1	REST_TAC1	repression
REST	TAC3	REST_TAC3	unknown
REST	TH	REST_TH	activation
REST	TH	REST_TH	repression
REST	TPH2	REST_TPH2	activation
REST	TUBB3	REST_TUBB3	repression
REST	TUBB3	REST_TUBB3	unknown
REST	VGF	REST_VGF	unknown
REST	VIP	REST_VIP	unknown
RFWD2	MMP1	RFWD2_MMP1	repression
RFWD2	PLAU	RFWD2_PLAU	repression
RFWD2	COP1	RFWD2_COP1	repression
RFX1	CD70	RFX1_CD70	unknown
RFX1	CIITA	RFX1_CIITA	unknown
RFX1	COL1A2	RFX1_COL1A2	activation
RFX1	FGF1	RFX1_FGF1	unknown
RFX1	HDAC1	RFX1_HDAC1	unknown
RFX1	HLA-DMB	RFX1_HLA-DMB	unknown
RFX1	HLA-DOB	RFX1_HLA-DOB	unknown
RFX1	HLA-DPB1	RFX1_HLA-DPB1	unknown
RFX1	HLA-DRA	RFX1_HLA-DRA	unknown
RFX1	IL5RA	RFX1_IL5RA	unknown
RFX1	ITGAL	RFX1_ITGAL	unknown
RFX1	MAP1A	RFX1_MAP1A	repression
RFX1	MSLN	RFX1_MSLN	unknown
RFX1	MYC	RFX1_MYC	repression
RFX1	PCNA	RFX1_PCNA	repression
RFX2	FGF1	RFX2_FGF1	unknown
RFX2	IL5RA	RFX2_IL5RA	unknown
RFX3	FGF1	RFX3_FGF1	unknown
RFX3	IL5RA	RFX3_IL5RA	unknown
RFX3	MAP1A	RFX3_MAP1A	repression
RFX5	COL1A2	RFX5_COL1A2	repression
RFX5	HDAC2	RFX5_HDAC2	unknown
RFX5	HLA-DMA	RFX5_HLA-DMA	unknown
RFX5	HLA-DMB	RFX5_HLA-DMB	unknown
RFX5	HLA-DOA	RFX5_HLA-DOA	unknown
RFX5	HLA-DOB	RFX5_HLA-DOB	unknown
RFX5	HLA-DPA1	RFX5_HLA-DPA1	unknown
RFX5	HLA-DPB1	RFX5_HLA-DPB1	unknown
RFX5	HLA-DQA1	RFX5_HLA-DQA1	unknown
RFX5	HLA-DQA2	RFX5_HLA-DQA2	unknown
RFX5	HLA-DQB1	RFX5_HLA-DQB1	unknown
RFX5	HLA-DQB2	RFX5_HLA-DQB2	unknown
RFX5	HLA-DRA	RFX5_HLA-DRA	unknown
RFX5	HLA-DRB1	RFX5_HLA-DRB1	unknown
RFX5	HLA-DRB3	RFX5_HLA-DRB3	unknown
RFX5	HLA-DRB4	RFX5_HLA-DRB4	unknown
RFX5	HLA-DRB5	RFX5_HLA-DRB5	unknown
RFX5	IFNG	RFX5_IFNG	unknown
RFXANK	HLA-DMA	RFXANK_HLA-DMA	unknown
RFXANK	HLA-DMB	RFXANK_HLA-DMB	unknown
RFXANK	HLA-DOA	RFXANK_HLA-DOA	unknown
RFXANK	HLA-DOB	RFXANK_HLA-DOB	unknown
RFXANK	HLA-DPA1	RFXANK_HLA-DPA1	unknown
RFXANK	HLA-DPB1	RFXANK_HLA-DPB1	unknown
RFXANK	HLA-DQA1	RFXANK_HLA-DQA1	unknown
RFXANK	HLA-DQA2	RFXANK_HLA-DQA2	unknown
RFXANK	HLA-DQB1	RFXANK_HLA-DQB1	unknown
RFXANK	HLA-DQB2	RFXANK_HLA-DQB2	unknown
RFXANK	HLA-DRA	RFXANK_HLA-DRA	unknown
RFXANK	HLA-DRB1	RFXANK_HLA-DRB1	unknown
RFXANK	HLA-DRB3	RFXANK_HLA-DRB3	unknown
RFXANK	HLA-DRB4	RFXANK_HLA-DRB4	unknown
RFXANK	HLA-DRB5	RFXANK_HLA-DRB5	unknown
RFXAP	HLA-DMA	RFXAP_HLA-DMA	unknown
RFXAP	HLA-DMB	RFXAP_HLA-DMB	unknown
RFXAP	HLA-DOA	RFXAP_HLA-DOA	unknown
RFXAP	HLA-DOB	RFXAP_HLA-DOB	unknown
RFXAP	HLA-DPA1	RFXAP_HLA-DPA1	unknown
RFXAP	HLA-DPB1	RFXAP_HLA-DPB1	unknown
RFXAP	HLA-DQA1	RFXAP_HLA-DQA1	unknown
RFXAP	HLA-DQA2	RFXAP_HLA-DQA2	unknown
RFXAP	HLA-DQB1	RFXAP_HLA-DQB1	unknown
RFXAP	HLA-DQB2	RFXAP_HLA-DQB2	unknown
RFXAP	HLA-DRA	RFXAP_HLA-DRA	unknown
RFXAP	HLA-DRB1	RFXAP_HLA-DRB1	unknown
RFXAP	HLA-DRB3	RFXAP_HLA-DRB3	unknown
RFXAP	HLA-DRB4	RFXAP_HLA-DRB4	unknown
RFXAP	HLA-DRB5	RFXAP_HLA-DRB5	unknown
RNF14	CCND1	RNF14_CCND1	activation
RORA	APOA5	RORA_APOA5	unknown
RORA	E2F1	RORA_E2F1	unknown
RORA	NPSR1	RORA_NPSR1	repression
RORA	NR1D1	RORA_NR1D1	activation
RORA	TUBA1B	RORA_TUBA1B	unknown
RORC	IL17A	RORC_IL17A	unknown
RORC	IL22	RORC_IL22	unknown
RREB1	KLK3	RREB1_KLK3	repression
RREB1	SLC39A3	RREB1_SLC39A3	unknown
RUNX1	ALOX12	RUNX1_ALOX12	unknown
RUNX1	BAALC	RUNX1_BAALC	activation
RUNX1	BPI	RUNX1_BPI	unknown
RUNX1	CCL3	RUNX1_CCL3	activation
RUNX1	CCND2	RUNX1_CCND2	unknown
RUNX1	CD34	RUNX1_CD34	activation
RUNX1	CD6	RUNX1_CD6	unknown
RUNX1	CSF1	RUNX1_CSF1	unknown
RUNX1	CSF1R	RUNX1_CSF1R	unknown
RUNX1	CSF2	RUNX1_CSF2	unknown
RUNX1	ELANE	RUNX1_ELANE	unknown
RUNX1	FHL2	RUNX1_FHL2	unknown
RUNX1	GP1BA	RUNX1_GP1BA	activation
RUNX1	IL2	RUNX1_IL2	activation
RUNX1	IL3	RUNX1_IL3	repression
RUNX1	ITGA2B	RUNX1_ITGA2B	activation
RUNX1	ITGB2	RUNX1_ITGB2	unknown
RUNX1	JUN	RUNX1_JUN	activation
RUNX1	KLF4	RUNX1_KLF4	unknown
RUNX1	KLK3	RUNX1_KLK3	unknown
RUNX1	LGALS3	RUNX1_LGALS3	activation
RUNX1	MAD2L1	RUNX1_MAD2L1	repression
RUNX1	MECOM	RUNX1_MECOM	activation
RUNX1	MIR27A	RUNX1_MIR27A	unknown
RUNX1	MPL	RUNX1_MPL	unknown
RUNX1	MPO	RUNX1_MPO	unknown
RUNX1	MYH10	RUNX1_MYH10	repression
RUNX1	MYL9	RUNX1_MYL9	unknown
RUNX1	NCAM1	RUNX1_NCAM1	activation
RUNX1	NF1	RUNX1_NF1	repression
RUNX1	NFKB1	RUNX1_NFKB1	unknown
RUNX1	PF4	RUNX1_PF4	activation
RUNX1	PF4	RUNX1_PF4	repression
RUNX1	PF4	RUNX1_PF4	unknown
RUNX1	PIK3CD	RUNX1_PIK3CD	unknown
RUNX1	PRKCQ	RUNX1_PRKCQ	unknown
RUNX1	RELA	RUNX1_RELA	unknown
RUNX1	SLC22A4	RUNX1_SLC22A4	unknown
RUNX1	SPI1	RUNX1_SPI1	activation
RUNX1	SYMPK	RUNX1_SYMPK	repression
RUNX1	TIMP1	RUNX1_TIMP1	unknown
RUNX1	VEGFA	RUNX1_VEGFA	repression
RUNX1T1	IL3	RUNX1T1_IL3	unknown
RUNX2	AR	RUNX2_AR	unknown
RUNX2	ELANE	RUNX2_ELANE	activation
RUNX2	ESR1	RUNX2_ESR1	unknown
RUNX2	IBSP	RUNX2_IBSP	activation
RUNX2	IBSP	RUNX2_IBSP	repression
RUNX2	IBSP	RUNX2_IBSP	unknown
RUNX2	IHH	RUNX2_IHH	unknown
RUNX2	KLK3	RUNX2_KLK3	unknown
RUNX2	LGALS3	RUNX2_LGALS3	activation
RUNX2	LRP5	RUNX2_LRP5	unknown
RUNX2	MMP13	RUNX2_MMP13	activation
RUNX2	MMP2	RUNX2_MMP2	activation
RUNX2	PIP	RUNX2_PIP	unknown
RUNX2	PLAU	RUNX2_PLAU	unknown
RUNX2	PTH	RUNX2_PTH	unknown
RUNX2	SNAI2	RUNX2_SNAI2	activation
RUNX2	SNAI3	RUNX2_SNAI3	activation
RUNX2	SP7	RUNX2_SP7	unknown
RUNX2	TWIST1	RUNX2_TWIST1	activation
RUNX2	VEGFA	RUNX2_VEGFA	activation
RUNX2	VEGFC	RUNX2_VEGFC	activation
RUNX3	CAPN10	RUNX3_CAPN10	activation
RUNX3	CASP2	RUNX3_CASP2	activation
RUNX3	CASP3	RUNX3_CASP3	activation
RUNX3	CASP7	RUNX3_CASP7	activation
RUNX3	CASP8	RUNX3_CASP8	activation
RUNX3	CCND1	RUNX3_CCND1	repression
RUNX3	CD36	RUNX3_CD36	repression
RUNX3	CD6	RUNX3_CD6	unknown
RUNX3	CDKN1A	RUNX3_CDKN1A	activation
RUNX3	CDKN1A	RUNX3_CDKN1A	unknown
RUNX3	CFLAR	RUNX3_CFLAR	repression
RUNX3	CLDN7	RUNX3_CLDN7	activation
RUNX3	CLEC4G	RUNX3_CLEC4G	activation
RUNX3	DNASE1	RUNX3_DNASE1	activation
RUNX3	FADD	RUNX3_FADD	activation
RUNX3	HES1	RUNX3_HES1	repression
RUNX3	HSPD1	RUNX3_HSPD1	repression
RUNX3	ICAM3	RUNX3_ICAM3	repression
RUNX3	ING1	RUNX3_ING1	activation
RUNX3	ING4	RUNX3_ING4	activation
RUNX3	JAG1	RUNX3_JAG1	repression
RUNX3	MMP9	RUNX3_MMP9	repression
RUNX3	MYC	RUNX3_MYC	repression
RUNX3	PEA15	RUNX3_PEA15	repression
RUNX3	RUNX1	RUNX3_RUNX1	repression
RUNX3	RUNX1	RUNX3_RUNX1	unknown
RUNX3	TCF4	RUNX3_TCF4	activation
RUNX3	TIAL1	RUNX3_TIAL1	repression
RUNX3	TIMP1	RUNX3_TIMP1	activation
RUNX3	TRAF6	RUNX3_TRAF6	activation
RUNX3	TXN2	RUNX3_TXN2	repression
RUNX3	WNT4	RUNX3_WNT4	repression
RUVBL1	TP53	RUVBL1_TP53	repression
RXRA	ABCA1	RXRA_ABCA1	activation
RXRA	ABCB11	RXRA_ABCB11	unknown
RXRA	ABCC3	RXRA_ABCC3	repression
RXRA	CGB5	RXRA_CGB5	unknown
RXRA	CPT1B	RXRA_CPT1B	activation
RXRA	CXCR5	RXRA_CXCR5	activation
RXRA	CYP3A4	RXRA_CYP3A4	unknown
RXRA	CYP7A1	RXRA_CYP7A1	unknown
RXRA	GNRH2	RXRA_GNRH2	unknown
RXRA	HNF1A	RXRA_HNF1A	unknown
RXRA	HNF4A	RXRA_HNF4A	unknown
RXRA	HSD17B2	RXRA_HSD17B2	activation
RXRA	HSD17B2	RXRA_HSD17B2	unknown
RXRA	IL2RA	RXRA_IL2RA	activation
RXRA	IL2RB	RXRA_IL2RB	activation
RXRA	IL2RG	RXRA_IL2RG	activation
RXRA	NOL7	RXRA_NOL7	activation
RXRA	PLD1	RXRA_PLD1	unknown
RXRA	SERPINC1	RXRA_SERPINC1	activation
RXRA	THBD	RXRA_THBD	unknown
RXRA	TLR10	RXRA_TLR10	unknown
SALL3	DNMT3A	SALL3_DNMT3A	unknown
SALL3	HDAC9	SALL3_HDAC9	repression
SALL4	ABCA3	SALL4_ABCA3	activation
SALL4	CDH1	SALL4_CDH1	repression
SALL4	HOXA9	SALL4_HOXA9	activation
SALL4	POU5F1	SALL4_POU5F1	unknown
SALL4	PTEN	SALL4_PTEN	repression
SALL4	SALL4	SALL4_SALL4	unknown
SALL4	ZEB1	SALL4_ZEB1	activation
SALL4A	ABCA3	SALL4A_ABCA3	activation
SALL4A	ABCG2	SALL4A_ABCG2	unknown
SATB1	BCL2	SATB1_BCL2	activation
SATB1	BCL2	SATB1_BCL2	unknown
SATB1	CD8B	SATB1_CD8B	unknown
SATB1	CDK4	SATB1_CDK4	activation
SATB1	CR2	SATB1_CR2	unknown
SATB1	CYBB	SATB1_CYBB	repression
SATB1	GATA3	SATB1_GATA3	activation
SATB1	HBE1	SATB1_HBE1	activation
SATB1	HDAC1	SATB1_HDAC1	unknown
SATB1	IL2	SATB1_IL2	unknown
SATB1	IL2RA	SATB1_IL2RA	unknown
SATB1	IL4	SATB1_IL4	activation
SATB1	IL5	SATB1_IL5	repression
SATB1	MKI67	SATB1_MKI67	activation
SATB1	SPARC	SATB1_SPARC	activation
SATB1	SPI1	SATB1_SPI1	activation
SATB2	TP63	SATB2_TP63	repression
SATB2	UPF3B	SATB2_UPF3B	activation
SCAND1	ZNF202	SCAND1_ZNF202	unknown
SCD5	EGR2	SCD5_EGR2	unknown
SEC14L2	PSMB9	SEC14L2_PSMB9	unknown
SERTAD1	SET	SERTAD1_SET	activation
SETBP1	PTPA	SETBP1_PTPA	repression
SETBP1	PTGER2	SETBP1_PTGER2	repression
SETBP1	PTGS2	SETBP1_PTGS2	repression
SF1	AMH	SF1_AMH	activation
SF1	AMH	SF1_AMH	unknown
SF1	CYP11A1	SF1_CYP11A1	activation
SF1	HSD3B2	SF1_HSD3B2	unknown
SF1	LHB	SF1_LHB	unknown
SF1	MC2R	SF1_MC2R	activation
SF1	NR0B1	SF1_NR0B1	unknown
SF1	SF3B1	SF1_SF3B1	unknown
SF1	SOX9	SF1_SOX9	unknown
SF1	STAR	SF1_STAR	unknown
SF1	SULT2A1	SF1_SULT2A1	activation
SF1	SULT2A1	SF1_SULT2A1	unknown
SF1	TCERG1	SF1_TCERG1	repression
SF1	U2AF2	SF1_U2AF2	unknown
SFPQ	ADARB2	SFPQ_ADARB2	repression
SFPQ	CXCL8	SFPQ_CXCL8	repression
SFPQ	DNAAF4	SFPQ_DNAAF4	unknown
SFPQ	NEAT1	SFPQ_NEAT1	unknown
SFPQ	STAT6	SFPQ_STAT6	repression
SFPQ	TH	SFPQ_TH	unknown
SHOX	ACAN	SHOX_ACAN	unknown
SHOX	FGFR3	SHOX_FGFR3	activation
SHOX	NPPB	SHOX_NPPB	activation
SHOX	NPPB	SHOX_NPPB	unknown
SHOX2	ACAN	SHOX2_ACAN	unknown
SHOX2	NPPB	SHOX2_NPPB	unknown
SIM2	BCL2	SIM2_BCL2	repression
SIM2	CASP3	SIM2_CASP3	activation
SIM2	PRKN	SIM2_PRKN	unknown
SIN3A	E2F1	SIN3A_E2F1	repression
SIN3A	KLK3	SIN3A_KLK3	repression
SIRT1	ABCB1	SIRT1_ABCB1	activation
SIRT1	ACAN	SIRT1_ACAN	activation
SIRT1	ADAMTS5	SIRT1_ADAMTS5	repression
SIRT1	BCL11A	SIRT1_BCL11A	repression
SIRT1	CCAR2	SIRT1_CCAR2	repression
SIRT1	CCND1	SIRT1_CCND1	repression
SIRT1	CDH1	SIRT1_CDH1	repression
SIRT1	CDKN1A	SIRT1_CDKN1A	repression
SIRT1	CFH	SIRT1_CFH	repression
SIRT1	CFLAR	SIRT1_CFLAR	activation
SIRT1	COL10A1	SIRT1_COL10A1	repression
SIRT1	COL1A2	SIRT1_COL1A2	repression
SIRT1	CTNNB1	SIRT1_CTNNB1	repression
SIRT1	DLL4	SIRT1_DLL4	repression
SIRT1	EGLN1	SIRT1_EGLN1	repression
SIRT1	ESRRG	SIRT1_ESRRG	activation
SIRT1	EZH2	SIRT1_EZH2	repression
SIRT1	FOXO3	SIRT1_FOXO3	repression
SIRT1	FOXP3	SIRT1_FOXP3	unknown
SIRT1	HBE1	SIRT1_HBE1	repression
SIRT1	HIC1	SIRT1_HIC1	unknown
SIRT1	HIF1A	SIRT1_HIF1A	activation
SIRT1	HSF1	SIRT1_HSF1	activation
SIRT1	HSF1	SIRT1_HSF1	unknown
SIRT1	HSPA4	SIRT1_HSPA4	unknown
SIRT1	HYOU1	SIRT1_HYOU1	activation
SIRT1	ICAM1	SIRT1_ICAM1	repression
SIRT1	IL1B	SIRT1_IL1B	unknown
SIRT1	LIN28A	SIRT1_LIN28A	unknown
SIRT1	MCL1	SIRT1_MCL1	activation
SIRT1	MMP9	SIRT1_MMP9	repression
SIRT1	MYC	SIRT1_MYC	repression
SIRT1	NBN	SIRT1_NBN	activation
SIRT1	NDRG1	SIRT1_NDRG1	unknown
SIRT1	NOTCH1	SIRT1_NOTCH1	repression
SIRT1	NQO1	SIRT1_NQO1	repression
SIRT1	PAX6	SIRT1_PAX6	repression
SIRT1	PER1	SIRT1_PER1	activation
SIRT1	PPARG	SIRT1_PPARG	repression
SIRT1	SELE	SIRT1_SELE	unknown
SIRT1	SHC1	SIRT1_SHC1	unknown
SIRT1	TBX3	SIRT1_TBX3	repression
SIRT1	TERT	SIRT1_TERT	unknown
SIRT1	TNF	SIRT1_TNF	unknown
SIRT1	TNFRSF10B	SIRT1_TNFRSF10B	repression
SIRT1	TP53	SIRT1_TP53	activation
SIRT1	TP53	SIRT1_TP53	repression
SIRT1	TP73	SIRT1_TP73	unknown
SIRT1	WRN	SIRT1_WRN	repression
SIRT1	XPC	SIRT1_XPC	repression
SIRT2	AFP	SIRT2_AFP	activation
SIRT2	CDKN1A	SIRT2_CDKN1A	repression
SIRT2	NEDD4	SIRT2_NEDD4	repression
SIRT3	FOXO3	SIRT3_FOXO3	unknown
SIX1	CDH1	SIX1_CDH1	repression
SIX1	VEGFC	SIX1_VEGFC	activation
SKI	FHL2	SKI_FHL2	activation
SKI	MDM2	SKI_MDM2	activation
SKIL	ADAM12	SKIL_ADAM12	repression
SKIL	SMAD7	SKIL_SMAD7	repression
SLA2	CD69	SLA2_CD69	unknown
SLC2A4RG	SLC2A4	SLC2A4RG_SLC2A4	activation
SMAD1	CXCL2	SMAD1_CXCL2	unknown
SMAD1	IBSP	SMAD1_IBSP	unknown
SMAD1	TNFRSF11B	SMAD1_TNFRSF11B	unknown
SMAD2	AHR	SMAD2_AHR	unknown
SMAD2	BCL2	SMAD2_BCL2	unknown
SMAD2	CDKN1A	SMAD2_CDKN1A	unknown
SMAD2	GLI1	SMAD2_GLI1	unknown
SMAD2	NKX2-1	SMAD2_NKX2-1	unknown
SMAD3	AHR	SMAD3_AHR	unknown
SMAD3	ANGPTL4	SMAD3_ANGPTL4	activation
SMAD3	APOC3	SMAD3_APOC3	activation
SMAD3	BAMBI	SMAD3_BAMBI	activation
SMAD3	BGLAP	SMAD3_BGLAP	unknown
SMAD3	CCND2	SMAD3_CCND2	activation
SMAD3	CDKN1A	SMAD3_CDKN1A	activation
SMAD3	CDKN1A	SMAD3_CDKN1A	unknown
SMAD3	COL7A1	SMAD3_COL7A1	unknown
SMAD3	CYP17A1	SMAD3_CYP17A1	repression
SMAD3	CYP7A1	SMAD3_CYP7A1	repression
SMAD3	EPO	SMAD3_EPO	unknown
SMAD3	FOXA2	SMAD3_FOXA2	unknown
SMAD3	FOXP3	SMAD3_FOXP3	activation
SMAD3	FST	SMAD3_FST	activation
SMAD3	FSTL3	SMAD3_FSTL3	unknown
SMAD3	GLI2	SMAD3_GLI2	unknown
SMAD3	JUN	SMAD3_JUN	unknown
SMAD3	LTBP4	SMAD3_LTBP4	unknown
SMAD3	MMP9	SMAD3_MMP9	repression
SMAD3	MXD1	SMAD3_MXD1	unknown
SMAD3	MYC	SMAD3_MYC	unknown
SMAD3	POR	SMAD3_POR	unknown
SMAD3	PTHLH	SMAD3_PTHLH	activation
SMAD3	SERPINE1	SMAD3_SERPINE1	activation
SMAD3	SERPINE1	SMAD3_SERPINE1	unknown
SMAD3	SMAD7	SMAD3_SMAD7	repression
SMAD3	SMAD7	SMAD3_SMAD7	unknown
SMAD3	TERT	SMAD3_TERT	repression
SMAD3	TERT	SMAD3_TERT	unknown
SMAD3	TGFB1	SMAD3_TGFB1	repression
SMAD3	TNC	SMAD3_TNC	activation
SMAD3	VDR	SMAD3_VDR	activation
SMAD3	VEGFA	SMAD3_VEGFA	unknown
SMAD3	ZFP36	SMAD3_ZFP36	unknown
SMAD4	AHR	SMAD4_AHR	unknown
SMAD4	APOC3	SMAD4_APOC3	activation
SMAD4	BAMBI	SMAD4_BAMBI	activation
SMAD4	BCL2	SMAD4_BCL2	unknown
SMAD4	BGLAP	SMAD4_BGLAP	unknown
SMAD4	BTRC	SMAD4_BTRC	repression
SMAD4	CDKN1A	SMAD4_CDKN1A	activation
SMAD4	CDKN2B	SMAD4_CDKN2B	unknown
SMAD4	COL7A1	SMAD4_COL7A1	unknown
SMAD4	DACH1	SMAD4_DACH1	repression
SMAD4	EPO	SMAD4_EPO	unknown
SMAD4	FBXO32	SMAD4_FBXO32	unknown
SMAD4	FSTL3	SMAD4_FSTL3	unknown
SMAD4	GLI1	SMAD4_GLI1	unknown
SMAD4	HP	SMAD4_HP	unknown
SMAD4	JUN	SMAD4_JUN	unknown
SMAD4	MYC	SMAD4_MYC	unknown
SMAD4	POR	SMAD4_POR	unknown
SMAD4	RUNX1T1	SMAD4_RUNX1T1	activation
SMAD4	SERPINE1	SMAD4_SERPINE1	activation
SMAD4	SKIL	SMAD4_SKIL	unknown
SMAD4	SMAD7	SMAD4_SMAD7	unknown
SMAD4	TGFB1	SMAD4_TGFB1	unknown
SMAD4	TNC	SMAD4_TNC	activation
SMAD4	UCP2	SMAD4_UCP2	unknown
SMAD4	ZFP36	SMAD4_ZFP36	unknown
SMAD7	CDK1	SMAD7_CDK1	repression
SMAD7	CDKN1A	SMAD7_CDKN1A	repression
SMAD7	CDKN2B	SMAD7_CDKN2B	repression
SMAD7	HMOX1	SMAD7_HMOX1	unknown
SMAD7	KRT14	SMAD7_KRT14	repression
SMAD7	MET	SMAD7_MET	activation
SMAD7	MYC	SMAD7_MYC	activation
SMAD7	TGFB1	SMAD7_TGFB1	activation
SMAD7	TGFBR1	SMAD7_TGFBR1	repression
SMARCA1	CD44	SMARCA1_CD44	repression
SMARCA1	CDKN2A	SMARCA1_CDKN2A	activation
SMARCA4	ABCG2	SMARCA4_ABCG2	activation
SMARCA4	CAD	SMARCA4_CAD	unknown
