"Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","HPMR.Ligand","HPMR.Receptor","Pair.Source","Pair.Evidence","pathway_name","annotation","match_status"
"WNT4_FZD8","WNT4",NA,"FZD8",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT4_FZD9","WNT4",NA,"FZD9",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT4_LRP5","WNT4",NA,"LRP5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT4_LRP6","WNT4",NA,"LRP6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_FZD1","WNT6",NA,"FZD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_FZD10","WNT6",NA,"FZD10",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_FZD2","WNT6",NA,"FZD2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_FZD3","WNT6",NA,"FZD3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_FZD4","WNT6",NA,"FZD4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_FZD5","WNT6",NA,"FZD5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_FZD6","WNT6",NA,"FZD6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_FZD7","WNT6",NA,"FZD7",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_FZD8","WNT6",NA,"FZD8",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_FZD9","WNT6",NA,"FZD9",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_LRP5","WNT6",NA,"LRP5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT6_LRP6","WNT6",NA,"LRP6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7A_FZD1","WNT7A",NA,"FZD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7A_FZD2","WNT7A",NA,"FZD2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7A_FZD3","WNT7A",NA,"FZD3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7A_FZD4","WNT7A",NA,"FZD4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7A_FZD6","WNT7A",NA,"FZD6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7A_FZD7","WNT7A",NA,"FZD7",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7A_FZD8","WNT7A",NA,"FZD8",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7A_LRP5","WNT7A",NA,"LRP5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7B_FZD2","WNT7B",NA,"FZD2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7B_FZD3","WNT7B",NA,"FZD3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7B_FZD4","WNT7B",NA,"FZD4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7B_FZD5","WNT7B",NA,"FZD5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7B_FZD6","WNT7B",NA,"FZD6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7B_FZD7","WNT7B",NA,"FZD7",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7B_FZD8","WNT7B",NA,"FZD8",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7B_FZD9","WNT7B",NA,"FZD9",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT7B_LRP6","WNT7B",NA,"LRP6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_FZD1","WNT8A",NA,"FZD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_FZD10","WNT8A",NA,"FZD10",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_FZD2","WNT8A",NA,"FZD2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_FZD3","WNT8A",NA,"FZD3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_FZD4","WNT8A",NA,"FZD4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_FZD5","WNT8A",NA,"FZD5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_FZD6","WNT8A",NA,"FZD6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_FZD7","WNT8A",NA,"FZD7",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_FZD8","WNT8A",NA,"FZD8",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_FZD9","WNT8A",NA,"FZD9",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_LRP5","WNT8A",NA,"LRP5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8A_LRP6","WNT8A",NA,"LRP6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_FZD1","WNT8B",NA,"FZD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_FZD10","WNT8B",NA,"FZD10",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_FZD2","WNT8B",NA,"FZD2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_FZD3","WNT8B",NA,"FZD3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_FZD4","WNT8B",NA,"FZD4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_FZD5","WNT8B",NA,"FZD5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_FZD6","WNT8B",NA,"FZD6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_FZD7","WNT8B",NA,"FZD7",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_FZD8","WNT8B",NA,"FZD8",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_FZD9","WNT8B",NA,"FZD9",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_LRP5","WNT8B",NA,"LRP5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT8B_LRP6","WNT8B",NA,"LRP6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_FZD1","WNT9A",NA,"FZD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_FZD10","WNT9A",NA,"FZD10",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_FZD2","WNT9A",NA,"FZD2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_FZD3","WNT9A",NA,"FZD3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_FZD4","WNT9A",NA,"FZD4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_FZD5","WNT9A",NA,"FZD5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_FZD6","WNT9A",NA,"FZD6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_FZD7","WNT9A",NA,"FZD7",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_FZD8","WNT9A",NA,"FZD8",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_FZD9","WNT9A",NA,"FZD9",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_LRP5","WNT9A",NA,"LRP5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9A_LRP6","WNT9A",NA,"LRP6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_FZD1","WNT9B",NA,"FZD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_FZD10","WNT9B",NA,"FZD10",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_FZD2","WNT9B",NA,"FZD2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_FZD3","WNT9B",NA,"FZD3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_FZD4","WNT9B",NA,"FZD4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_FZD5","WNT9B",NA,"FZD5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_FZD6","WNT9B",NA,"FZD6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_FZD7","WNT9B",NA,"FZD7",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_FZD8","WNT9B",NA,"FZD8",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_FZD9","WNT9B",NA,"FZD9",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_LRP5","WNT9B",NA,"LRP5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"WNT9B_LRP6","WNT9B",NA,"LRP6",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","WNT","Secreted Signaling","added"
"ADM_CALCR","ADM",NA,"CALCR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CALCR","Secreted Signaling","added"
"CALCA_CALCR","CALCA",NA,"CALCR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CALCR","Secreted Signaling","added"
"CALCB_CALCR","CALCB",NA,"CALCR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CALCR","Secreted Signaling","added"
"CGA_TSHR","CGA",NA,"TSHR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","TSH","Secreted Signaling","added"
"DDC_DRD1","DDC",NA,"DRD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SerotoninDopamin","Non-protein Signaling","added"
"DDC_DRD2","DDC",NA,"DRD2",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SerotoninDopamin","Non-protein Signaling","added"
"DDC_DRD3","DDC",NA,"DRD3",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SerotoninDopamin","Non-protein Signaling","added"
"DDC_DRD4","DDC",NA,"DRD4",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SerotoninDopamin","Non-protein Signaling","added"
"DDC_DRD5","DDC",NA,"DRD5",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","SerotoninDopamin","Non-protein Signaling","added"
"IAPP_CALCR","IAPP",NA,"CALCR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","CALCR","Secreted Signaling","added"
"IL4_IL4R","IL4",NA,"IL4R",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","IL4","Secreted Signaling","added"
"POMC_OPRD1","POMC",NA,"OPRD1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OPIOID","Secreted Signaling","added"
"POMC_OPRK1","POMC",NA,"OPRK1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OPIOID","Secreted Signaling","added"
"POMC_OPRM1","POMC",NA,"OPRM1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","OPIOID","Secreted Signaling","added"
"PROC_PROCR","PROC",NA,"PROCR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","PROC","Secreted Signaling","added"
"RAET1E_KLRK1","RAET1E",NA,"KLRK1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MHC-I","Cell-Cell Contact","added"
"TSHB_TSHR","TSHB",NA,"TSHR",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","TSH","Secreted Signaling","added"
"ULBP1_KLRK1","ULBP1",NA,"KLRK1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MHC-I","Cell-Cell Contact","added"
"ULBP2_KLRK1","ULBP2",NA,"KLRK1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MHC-I","Cell-Cell Contact","added"
"ULBP3_KLRK1","ULBP3",NA,"KLRK1",NA,NA,NA,NA,NA,NA,NA,"added_from_out","literature supported","MHC-I","Cell-Cell Contact","added"
"AREG_ERBB3","AREG","amphiregulin","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3",NA,NA,NA,NA,"AREG","ERBB3","novel","literature supported","EGF","Secreted Signaling","ligand_inferred_converted"
"BDNF_DDR1","BDNF","brain-derived neurotrophic factor","DDR1","discoidin domain receptor tyrosine kinase 1",NA,NA,NA,NA,"BDNF","DDR1","novel","putative","NT","Secreted Signaling","ligand_inferred_converted"
"BDNF_DRD4","BDNF","brain-derived neurotrophic factor","DRD4","dopamine receptor D4",NA,NA,NA,NA,"BDNF","DRD4","novel","putative","NT","Secreted Signaling","ligand_inferred_converted"
"BDNF_NGFRAP1","BDNF","brain-derived neurotrophic factor","NGFRAP1","nerve growth factor receptor (TNFRSF16) associated protein 1",NA,"HPMR",NA,NA,"BDNF","NGFRAP1","known","literature supported","NT","Secreted Signaling","ligand_inferred_converted"
"BMP10_ACVR1","BMP10","bone morphogenetic protein 10","ACVR1","activin A receptor, type I","DLRP",NA,NA,NA,"BMP10","ACVR1","known","putative","BMP10","Secreted Signaling","ligand_inferred_converted"
"BMP10_ACVR2B","BMP10","bone morphogenetic protein 10","ACVR2B","activin A receptor, type IIB","DLRP",NA,NA,NA,"BMP10","ACVR2B","known","putative","BMP10","Secreted Signaling","ligand_inferred_converted"
"BMP10_BMPR1A","BMP10","bone morphogenetic protein 10","BMPR1A","bone morphogenetic protein receptor, type IA","DLRP","HPMR",NA,NA,"BMP10","BMPR1A","known","literature supported","BMP10","Secreted Signaling","ligand_inferred_converted"
"BMP10_BMPR1B","BMP10","bone morphogenetic protein 10","BMPR1B","bone morphogenetic protein receptor, type IB","DLRP",NA,NA,NA,"BMP10","BMPR1B","known","literature supported","BMP10","Secreted Signaling","ligand_inferred_converted"
"BMP10_ENG","BMP10","bone morphogenetic protein 10","ENG","endoglin",NA,NA,NA,NA,NA,NA,"novel","literature supported","BMP10","Secreted Signaling","ligand_inferred_converted"
"BMP15_ACVR1","BMP15","bone morphogenetic protein 15","ACVR1","activin A receptor, type I","DLRP",NA,NA,NA,"BMP15","ACVR1","known","putative","BMP","Secreted Signaling","ligand_inferred_converted"
"BMP15_ACVR2A","BMP15","bone morphogenetic protein 15","ACVR2A","activin A receptor, type IIA","DLRP",NA,NA,NA,"BMP15","ACVR2A","known","literature supported","BMP","Secreted Signaling","ligand_inferred_converted"
"BMP15_ACVR2B","BMP15","bone morphogenetic protein 15","ACVR2B","activin A receptor, type IIB","DLRP",NA,NA,NA,"BMP15","ACVR2B","known","putative","BMP","Secreted Signaling","ligand_inferred_converted"
"BMP15_BMPR1A","BMP15","bone morphogenetic protein 15","BMPR1A","bone morphogenetic protein receptor, type IA","DLRP",NA,NA,NA,"BMP15","BMPR1A","known","literature supported","BMP","Secreted Signaling","ligand_inferred_converted"
"BMP2_ACVR1","BMP2","bone morphogenetic protein 2","ACVR1","activin A receptor, type I","DLRP",NA,NA,"HPRD","BMP2","ACVR1","known","literature supported","BMP","Secreted Signaling","ligand_inferred_converted"
"BMP2_ENG","BMP2","bone morphogenetic protein 2","ENG","endoglin",NA,NA,NA,"HPRD","BMP2","ENG","novel","literature supported","BMP","Secreted Signaling","ligand_inferred_converted"
"BMP2_HFE2","BMP2","bone morphogenetic protein 2","HFE2","hemochromatosis type 2 (juvenile)",NA,NA,NA,NA,"BMP2",NA,"novel","literature supported","BMP","Secreted Signaling","ligand_inferred_converted"
"BMP4_ACVR1","BMP4","bone morphogenetic protein 4","ACVR1","activin A receptor, type I","DLRP",NA,NA,NA,"BMP4","ACVR1","known","putative","BMP","Secreted Signaling","ligand_inferred_converted"
"BMP4_HFE2","BMP4","bone morphogenetic protein 4","HFE2","hemochromatosis type 2 (juvenile)",NA,NA,NA,NA,"BMP4",NA,"novel","putative","BMP","Secreted Signaling","ligand_inferred_converted"
"BMP5_HFE2","BMP5","bone morphogenetic protein 5","HFE2","hemochromatosis type 2 (juvenile)",NA,NA,NA,NA,NA,NA,"novel","putative","BMP","Secreted Signaling","ligand_inferred_converted"
"BMP7_ENG","BMP7","bone morphogenetic protein 7","ENG","endoglin",NA,NA,NA,"HPRD","BMP7","ENG","novel","literature supported","BMP","Secreted Signaling","ligand_inferred_converted"
"BTC_ERBB3","BTC","betacellulin","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","DLRP",NA,NA,NA,"BTC","ERBB3","known","literature supported","EGF","Secreted Signaling","ligand_inferred_converted"
"DHH_BOC","DHH","desert hedgehog","BOC","BOC cell adhesion associated, oncogene regulated",NA,NA,NA,NA,"DHH","BOC","novel","literature supported","HH","Secreted Signaling","ligand_inferred_converted"
"DHH_CDON","DHH","desert hedgehog","CDON","cell adhesion associated, oncogene regulated",NA,NA,NA,NA,"DHH","CDON","novel","literature supported","HH","Secreted Signaling","ligand_inferred_converted"
"DHH_HHIP","DHH","desert hedgehog","HHIP","hedgehog interacting protein",NA,"HPMR",NA,"HPRD","DHH","HHIP","known","literature supported","HH","Secreted Signaling","ligand_inferred_converted"
"EGF_CAV1","EGF","epidermal growth factor","CAV1","caveolin 1, caveolae protein, 22kDa",NA,NA,NA,NA,"EGF",NA,"novel","putative","EGF","Secreted Signaling","ligand_inferred_converted"
"EGF_ERBB3","EGF","epidermal growth factor","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3",NA,NA,NA,"HPRD","EGF","ERBB3","novel","literature supported","EGF","Secreted Signaling","ligand_inferred_converted"
"EGF_ERBB4","EGF","epidermal growth factor","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4",NA,NA,NA,NA,"EGF","ERBB4","novel","literature supported","EGF","Secreted Signaling","ligand_inferred_converted"
"EGF_FSHR","EGF","epidermal growth factor","FSHR","follicle stimulating hormone receptor",NA,NA,NA,NA,"EGF","FSHR","novel","putative","EGF","Secreted Signaling","ligand_inferred_converted"
"EREG_ERBB3","EREG","epiregulin","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3",NA,NA,NA,NA,"EREG","ERBB3","novel","putative","EGF","Secreted Signaling","ligand_inferred_converted"
"FGF10_FGFR3","FGF10","fibroblast growth factor 10","FGFR3","fibroblast growth factor receptor 3","DLRP",NA,NA,NA,"FGF10","FGFR3","known","putative","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF10_FGFR4","FGF10","fibroblast growth factor 10","FGFR4","fibroblast growth factor receptor 4","DLRP",NA,NA,NA,"FGF10","FGFR4","known","putative","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF19_KLB","FGF19","fibroblast growth factor 19","KLB","klotho beta",NA,NA,NA,NA,NA,NA,"novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF1_CD44","FGF1","fibroblast growth factor 1 (acidic)","CD44","CD44 molecule (Indian blood group)",NA,NA,NA,NA,"FGF1","CD44","novel","putative","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF1_EGFR","FGF1","fibroblast growth factor 1 (acidic)","EGFR","epidermal growth factor receptor",NA,NA,NA,NA,"FGF1","EGFR","novel","putative","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF1_FGFRL1","FGF1","fibroblast growth factor 1 (acidic)","FGFRL1","fibroblast growth factor receptor-like 1",NA,NA,NA,NA,"FGF1","FGFRL1","novel","putative","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF1_NRP1","FGF1","fibroblast growth factor 1 (acidic)","NRP1","neuropilin 1",NA,NA,NA,"HPRD","FGF1","NRP1","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF21_FGFR2","FGF21","fibroblast growth factor 21","FGFR2","fibroblast growth factor receptor 2",NA,NA,NA,NA,"FGF21","FGFR2","novel","putative","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF21_FGFR4","FGF21","fibroblast growth factor 21","FGFR4","fibroblast growth factor receptor 4",NA,NA,NA,NA,"FGF21","FGFR4","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF23_FGFR2","FGF23","fibroblast growth factor 23","FGFR2","fibroblast growth factor receptor 2",NA,"HPMR",NA,"HPRD","FGF23","FGFR2","known","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF23_PHEX","FGF23","fibroblast growth factor 23","PHEX","phosphate regulating endopeptidase homolog, X-linked",NA,NA,NA,"HPRD","FGF23",NA,"novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF2_CD44","FGF2","fibroblast growth factor 2 (basic)","CD44","CD44 molecule (Indian blood group)",NA,NA,NA,"HPRD","FGF2","CD44","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF2_FGFRL1","FGF2","fibroblast growth factor 2 (basic)","FGFRL1","fibroblast growth factor receptor-like 1",NA,NA,NA,"HPRD","FGF2","FGFRL1","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF2_GPC4","FGF2","fibroblast growth factor 2 (basic)","GPC4","glypican 4",NA,NA,NA,"HPRD","FGF2",NA,"novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF2_NRP1","FGF2","fibroblast growth factor 2 (basic)","NRP1","neuropilin 1",NA,NA,NA,"HPRD","FGF2","NRP1","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF2_SDC1","FGF2","fibroblast growth factor 2 (basic)","SDC1","syndecan 1",NA,NA,NA,"HPRD","FGF2","SDC1","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF2_SDC2","FGF2","fibroblast growth factor 2 (basic)","SDC2","syndecan 2",NA,"HPMR",NA,"HPRD","FGF2","SDC2","known","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF2_SDC3","FGF2","fibroblast growth factor 2 (basic)","SDC3","syndecan 3",NA,NA,NA,"HPRD","FGF2","SDC3","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF2_SDC4","FGF2","fibroblast growth factor 2 (basic)","SDC4","syndecan 4",NA,"HPMR",NA,NA,"FGF2","SDC4","known","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF3_FGFR3","FGF3","fibroblast growth factor 3","FGFR3","fibroblast growth factor receptor 3",NA,NA,NA,"HPRD","FGF3","FGFR3","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF3_FGFR4","FGF3","fibroblast growth factor 3","FGFR4","fibroblast growth factor receptor 4",NA,NA,NA,"HPRD","FGF3","FGFR4","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF4_NRP1","FGF4","fibroblast growth factor 4","NRP1","neuropilin 1",NA,NA,NA,"HPRD","FGF4","NRP1","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF6_SDC4","FGF6","fibroblast growth factor 6","SDC4","syndecan 4",NA,NA,NA,NA,"FGF6","SDC4","novel","putative","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF7_FGFR3","FGF7","fibroblast growth factor 7","FGFR3","fibroblast growth factor receptor 3",NA,NA,NA,"HPRD","FGF7","FGFR3","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF7_FGFR4","FGF7","fibroblast growth factor 7","FGFR4","fibroblast growth factor receptor 4",NA,NA,NA,"HPRD","FGF7","FGFR4","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"FGF7_NRP1","FGF7","fibroblast growth factor 7","NRP1","neuropilin 1",NA,NA,NA,"HPRD","FGF7","NRP1","novel","literature supported","FGF","Secreted Signaling","ligand_inferred_converted"
"GDF2_ACVR1","GDF2","growth differentiation factor 2","ACVR1","activin A receptor, type I",NA,NA,NA,NA,NA,NA,"novel","literature supported","BMP10","Secreted Signaling","ligand_inferred_converted"
"GDF2_ACVR2B","GDF2","growth differentiation factor 2","ACVR2B","activin A receptor, type IIB",NA,NA,NA,NA,"GDF2","ACVR2B","novel","literature supported","BMP10","Secreted Signaling","ligand_inferred_converted"
"GDF2_ENG","GDF2","growth differentiation factor 2","ENG","endoglin",NA,NA,NA,NA,"GDF2","ENG","novel","literature supported","BMP10","Secreted Signaling","ligand_inferred_converted"
